block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,18,
2,function,mul,19,22,
3,imaginary,block_3_imag,23,26,
4,function,div,27,30,
5,imaginary,block_5_imag,31,34,
6,function,sub,35,38,
7,imaginary,block_7_imag,39,42,
8,function,add,43,46,
9,imaginary,block_9_imag,47,51,
10,function,bug_intou28,52,55,52
11,imaginary,block_11_imag,56,58,57
12,function,transfer_intou34,59,64,
13,imaginary,block_13_imag,65,67,66
14,function,increaseLockTime_intou21,68,70,
15,function,withdraw_intou21,71,75,
16,imaginary,block_16_imag,76,78,77
17,function,transfer_intou10,79,84,
18,imaginary,block_18_imag,85,87,86
19,function,transfer_intou22,88,93,
20,imaginary,block_20_imag,94,94,
21,function,bug_intou12,95,98,95
22,imaginary,block_22_imag,99,99,
23,function,bug_intou35,100,103,100
24,imaginary,block_24_imag,104,104,
25,function,bug_intou40,105,108,105
26,imaginary,block_26_imag,109,116,115
27,function,increaseLockTime_intou33,117,119,
28,function,withdraw_intou33,120,124,
29,imaginary,block_29_imag,125,133,
30,function,bug_intou11,134,137,134
31,imaginary,block_31_imag,138,150,
32,function,transferOwnership,151,155,
33,imaginary,block_33_imag,156,157,156
34,function,increaseLockTime_intou1,158,160,
35,function,withdraw_ovrflow1,161,165,
36,imaginary,block_36_imag,166,175,174
37,function,transfer_intou18,176,181,
38,imaginary,block_38_imag,182,185,184
39,function,increaseLockTime_intou29,186,188,
40,function,withdraw_intou29,189,193,
41,imaginary,block_41_imag,194,196,195
42,function,transfer_intou62,197,202,
43,imaginary,block_43_imag,203,203,
44,function,bug_intou16,204,207,204
45,imaginary,block_45_imag,208,208,
46,function,bug_intou24,209,212,209
47,imaginary,block_47_imag,213,216,215
48,function,increaseLockTime_intou5,217,219,
49,function,withdraw_intou5,220,224,
50,imaginary,block_50_imag,225,226,
51,function,bug_intou15,227,230,227
52,imaginary,block_52_imag,231,246,245
53,function,transfer_undrflow2,247,252,
54,imaginary,block_54_imag,253,253,
55,function,totalSupply,254,256,
56,imaginary,block_56_imag,257,258,257
57,function,increaseLockTime_intou17,259,261,
58,function,withdraw_intou17,262,266,
59,imaginary,block_59_imag,267,267,
60,function,updateXPLPerEther,268,271,
61,imaginary,block_61_imag,272,273,272
62,function,increaseLockTime_intou37,274,276,
63,function,withdraw_intou37,277,281,
64,imaginary,block_64_imag,282,282,
65,function,switchCrowdsale,283,285,
66,function,bug_intou3,286,289,286
67,imaginary,block_67_imag,290,290,
68,function,getBonus,291,304,
69,imaginary,block_69_imag,305,306,305
70,function,increaseLockTime_intou9,307,309,
71,function,withdraw_intou9,310,314,
72,imaginary,block_72_imag,315,315,
73,function,function_at_316,316,323,
74,imaginary,block_74_imag,324,325,324
75,function,increaseLockTime_intou25,326,328,
76,function,withdraw_intou25,329,333,
77,imaginary,block_77_imag,334,334,
78,function,distribute,335,337,
79,function,bug_intou19,338,341,338
80,imaginary,block_80_imag,342,342,
81,function,distributeWithAmount,343,346,
82,imaginary,block_82_imag,347,348,347
83,function,transfer_intou26,349,354,
84,function,in,355,368,
85,function,bug_intou20,369,372,369
86,imaginary,block_86_imag,373,373,
87,function,balanceOf,374,376,
88,function,bug_intou32,377,380,377
89,imaginary,block_89_imag,381,381,
90,function,transfer,382,385,
91,imaginary,block_91_imag,386,387,386
92,function,transfer_intou38,388,393,
93,imaginary,block_93_imag,394,394,
94,function,transferFrom,395,400,
95,function,bug_intou4,401,404,401
96,imaginary,block_96_imag,405,405,
97,function,approve,406,420,
98,function,bug_intou7,421,424,421
99,imaginary,block_99_imag,425,425,
100,function,allowance,426,428,
101,function,bug_intou23,429,432,429
102,imaginary,block_102_imag,433,433,
103,function,transferEther,434,438,
104,imaginary,block_104_imag,439,440,439
105,function,transfer_intou14,441,446,
106,imaginary,block_106_imag,447,447,
107,function,withdrawFund,448,451,
108,imaginary,block_108_imag,452,453,452
109,function,transfer_intou30,454,459,
110,imaginary,block_110_imag,460,460,
111,function,burn,461,467,
112,function,bug_intou8,468,471,468
113,imaginary,block_113_imag,472,473,
114,function,getForeignTokenBalance,474,478,
115,function,bug_intou39,479,482,479
116,imaginary,block_116_imag,483,483,
117,function,withdrawForeignTokens,484,488,
118,function,bug_intou36,489,492,489
119,imaginary,block_119_imag,493,493,
120,function,bug_intou27,494,497,494
121,imaginary,block_121_imag,498,498,
122,function,bug_intou31,499,502,499
123,imaginary,block_123_imag,503,505,504
124,function,increaseLockTime_intou13,506,508,
125,function,withdraw_intou13,509,513,
126,imaginary,block_126_imag,514,516,
