block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,30,29
2,function,transfer_intou26,31,36,
3,imaginary,block_3_imag,37,37,
4,function,bug_intou20,38,41,38
5,imaginary,block_5_imag,42,42,
6,function,bug_intou32,43,46,43
7,imaginary,block_7_imag,47,50,49
8,function,transfer_intou38,51,56,
9,imaginary,block_9_imag,57,57,
10,function,bug_intou4,58,61,58
11,imaginary,block_11_imag,62,62,
12,function,bug_intou7,63,66,63
13,imaginary,block_13_imag,67,68,
14,function,bug_intou23,69,72,69
15,imaginary,block_15_imag,73,75,74
16,function,transfer_intou14,76,81,
17,imaginary,block_17_imag,82,85,84
18,function,transfer_intou30,86,91,
19,imaginary,block_19_imag,92,92,
20,function,bug_intou8,93,96,93
21,imaginary,block_21_imag,97,97,
22,function,bug_intou39,98,101,98
23,imaginary,block_23_imag,102,102,
24,function,bug_intou36,103,106,103
25,imaginary,block_25_imag,107,134,
26,function,bug_intou35,135,138,135
27,imaginary,block_27_imag,139,139,
28,function,totalSupply,140,142,
29,function,bug_intou40,143,146,143
30,imaginary,block_30_imag,147,147,
31,function,balanceOf,148,150,
32,imaginary,block_32_imag,151,152,151
33,function,increaseLockTime_intou33,153,155,
34,function,withdraw_intou33,156,160,
35,imaginary,block_35_imag,161,161,
36,function,transfer,162,184,
37,function,bug_intou27,185,188,185
38,imaginary,block_38_imag,189,189,
39,function,burnCoins,190,198,
40,function,bug_intou31,199,202,199
41,imaginary,block_41_imag,203,204,
42,function,toWei,205,210,
43,imaginary,block_43_imag,211,212,211
44,function,increaseLockTime_intou13,213,215,
45,function,withdraw_intou13,216,220,
46,imaginary,block_46_imag,221,221,
