block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,11,10
2,function,increaseLockTime_intou33,12,14,
3,function,withdraw_intou33,15,19,
4,imaginary,block_4_imag,20,23,
5,function,_setMetadata,24,26,
6,imaginary,block_6_imag,27,28,27
7,function,transfer_undrflow2,29,34,
8,imaginary,block_8_imag,35,42,41
9,function,transfer_intou22,43,48,
10,imaginary,block_10_imag,49,49,
11,function,bug_intou12,50,53,50
12,imaginary,block_12_imag,54,55,
13,function,bug_intou27,56,59,56
14,imaginary,block_14_imag,60,63,
15,function,_setOperator,64,68,
16,imaginary,block_16_imag,69,70,69
17,function,increaseLockTime_intou17,71,73,
18,function,withdraw_intou17,74,78,
19,imaginary,block_19_imag,79,79,
20,function,_transferOperator,80,84,
21,imaginary,block_21_imag,85,86,85
22,function,increaseLockTime_intou37,87,89,
23,function,withdraw_intou37,90,94,
24,imaginary,block_24_imag,95,95,
25,function,_renounceOperator,96,101,
26,function,bug_intou3,102,105,102
27,imaginary,block_27_imag,106,106,
28,function,_activateOperator,107,111,
29,imaginary,block_29_imag,112,113,112
30,function,increaseLockTime_intou9,114,116,
31,function,withdraw_intou9,117,121,
32,imaginary,block_32_imag,122,122,
33,function,_deactivateOperator,123,127,
34,imaginary,block_34_imag,128,129,128
35,function,increaseLockTime_intou25,130,132,
36,function,withdraw_intou25,133,137,
37,imaginary,block_37_imag,138,140,
38,function,getOperator,141,143,
39,function,bug_intou19,144,147,144
40,imaginary,block_40_imag,148,148,
41,function,isOperator,149,151,
42,imaginary,block_42_imag,152,153,152
43,function,transfer_intou26,154,159,
44,imaginary,block_44_imag,160,160,
45,function,hasActiveOperator,161,163,
46,function,bug_intou20,164,167,164
47,imaginary,block_47_imag,168,168,
48,function,isActiveOperator,169,171,
49,function,bug_intou32,172,175,172
50,imaginary,block_50_imag,176,199,
51,function,_combineMultiHash,200,212,
52,imaginary,block_52_imag,213,214,213
53,function,transfer_intou38,215,220,
54,imaginary,block_54_imag,221,226,
55,function,_splitMultiHash,227,243,
56,function,bug_intou4,244,247,244
57,imaginary,block_57_imag,248,282,
58,function,bug_intou11,283,286,283
59,imaginary,block_59_imag,287,288,
60,function,bug_intou31,289,292,289
61,imaginary,block_61_imag,293,296,
62,function,_setProofHash,297,300,
63,function,bug_intou7,301,304,301
64,imaginary,block_64_imag,305,307,
65,function,getProofHash,308,310,
66,function,bug_intou23,311,314,311
67,imaginary,block_67_imag,315,323,322
68,function,increaseLockTime_intou1,324,326,
69,function,withdraw_ovrflow1,327,331,
70,imaginary,block_70_imag,332,348,
71,function,getCreator,349,352,
72,imaginary,block_72_imag,353,354,353
73,function,transfer_intou14,355,360,
74,imaginary,block_74_imag,361,361,
75,function,isCreator,362,364,
76,imaginary,block_76_imag,365,366,365
77,function,transfer_intou30,367,372,
78,imaginary,block_78_imag,373,373,
79,function,getFactory,374,376,
80,function,bug_intou8,377,380,377
81,imaginary,block_81_imag,381,392,391
82,function,increaseLockTime_intou13,393,395,
83,function,withdraw_intou13,396,400,
84,imaginary,block_84_imag,401,402,
85,function,initialize,403,427,
86,function,bug_intou39,428,431,428
87,imaginary,block_87_imag,432,434,
88,function,setMetadata,435,441,
89,function,bug_intou36,442,445,442
90,imaginary,block_90_imag,446,446,
91,function,transferOperator,447,453,
92,function,bug_intou35,454,457,454
93,imaginary,block_93_imag,458,458,
94,function,renounceOperator,459,465,
95,function,bug_intou40,466,469,466
96,imaginary,block_96_imag,470,471,
