block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,7,
2,function,bug_intou39,8,11,8
3,imaginary,block_3_imag,12,12,
4,function,bug_intou36,13,16,13
5,imaginary,block_5_imag,17,23,
6,function,bug_intou31,24,27,24
7,imaginary,block_7_imag,28,30,29
8,function,increaseLockTime_intou13,31,33,
9,function,withdraw_intou13,34,38,
10,imaginary,block_10_imag,39,40,
11,function,submitDocument,41,47,
12,function,bug_intou35,48,51,48
13,imaginary,block_13_imag,52,52,
14,function,signDocument,53,59,
15,function,bug_intou40,60,63,60
16,imaginary,block_16_imag,64,64,
17,function,getDetail,65,68,
18,imaginary,block_18_imag,69,70,69
19,function,increaseLockTime_intou33,71,73,
20,function,withdraw_intou33,74,78,
21,imaginary,block_21_imag,79,79,
22,function,getHash,80,82,
23,function,bug_intou27,83,86,83
24,imaginary,block_24_imag,87,87,
