line,loc,length,bug type,approach
95,94,2,Unchecked-Send,code snippet injection
89,88,2,Unchecked-Send,code snippet injection
192,191,2,Unchecked-Send,code snippet injection
187,186,2,Unchecked-Send,code snippet injection
178,177,2,Unchecked-Send,code snippet injection
167,166,2,Unchecked-Send,code snippet injection
160,159,2,Unchecked-Send,code snippet injection
153,152,2,Unchecked-Send,code snippet injection
145,144,2,Unchecked-Send,code snippet injection
138,137,2,Unchecked-Send,code snippet injection
132,131,2,Unchecked-Send,code snippet injection
125,124,2,Unchecked-Send,code snippet injection
119,118,2,Unchecked-Send,code snippet injection
113,112,2,Unchecked-Send,code snippet injection
108,107,2,Unchecked-Send,code snippet injection
102,101,2,Unchecked-Send,code snippet injection
89,88,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
73,72,2,Unchecked-Send,code snippet injection
70,69,2,Unchecked-Send,code snippet injection
67,66,2,Unchecked-Send,code snippet injection
64,63,2,Unchecked-Send,code snippet injection
