line,loc,length,bug type,approach
156,155,2,Unchecked-Send,code snippet injection
146,145,2,Unchecked-Send,code snippet injection
134,133,2,Unchecked-Send,code snippet injection
108,107,2,Unchecked-Send,code snippet injection
102,101,2,Unchecked-Send,code snippet injection
96,95,2,Unchecked-Send,code snippet injection
66,65,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
60,59,2,Unchecked-Send,code snippet injection
57,56,2,Unchecked-Send,code snippet injection
53,52,2,Unchecked-Send,code snippet injection
50,49,2,Unchecked-Send,code snippet injection
46,45,2,Unchecked-Send,code snippet injection
43,42,2,Unchecked-Send,code snippet injection
40,39,2,Unchecked-Send,code snippet injection
36,35,2,Unchecked-Send,code snippet injection
33,32,2,Unchecked-Send,code snippet injection
30,29,2,Unchecked-Send,code snippet injection
