line,loc,length,bug type,approach
283,282,2,Unchecked-Send,code snippet injection
117,116,2,Unchecked-Send,code snippet injection
114,113,2,Unchecked-Send,code snippet injection
35,34,2,Unchecked-Send,code snippet injection
11,10,2,Unchecked-Send,code snippet injection
360,359,2,Unchecked-Send,code snippet injection
350,349,2,Unchecked-Send,code snippet injection
340,339,2,Unchecked-Send,code snippet injection
330,329,2,Unchecked-Send,code snippet injection
318,317,2,Unchecked-Send,code snippet injection
270,269,2,Unchecked-Send,code snippet injection
264,263,2,Unchecked-Send,code snippet injection
258,257,2,Unchecked-Send,code snippet injection
198,197,2,Unchecked-Send,code snippet injection
173,172,2,Unchecked-Send,code snippet injection
134,133,2,Unchecked-Send,code snippet injection
127,126,2,Unchecked-Send,code snippet injection
105,104,2,Unchecked-Send,code snippet injection
99,98,2,Unchecked-Send,code snippet injection
93,92,2,Unchecked-Send,code snippet injection
87,86,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
71,70,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
54,53,2,Unchecked-Send,code snippet injection
46,45,2,Unchecked-Send,code snippet injection
20,19,2,Unchecked-Send,code snippet injection
235,234,2,Unchecked-Send,code snippet injection
31,30,2,Unchecked-Send,code snippet injection
28,27,2,Unchecked-Send,code snippet injection
