line,loc,length,bug type,approach
45,44,2,Unchecked-Send,code snippet injection
41,40,2,Unchecked-Send,code snippet injection
224,223,2,Unchecked-Send,code snippet injection
217,216,2,Unchecked-Send,code snippet injection
197,196,2,Unchecked-Send,code snippet injection
176,175,2,Unchecked-Send,code snippet injection
164,163,2,Unchecked-Send,code snippet injection
157,156,2,Unchecked-Send,code snippet injection
150,149,2,Unchecked-Send,code snippet injection
139,138,2,Unchecked-Send,code snippet injection
131,130,2,Unchecked-Send,code snippet injection
123,122,2,Unchecked-Send,code snippet injection
116,115,2,Unchecked-Send,code snippet injection
109,108,2,Unchecked-Send,code snippet injection
102,101,2,Unchecked-Send,code snippet injection
93,92,2,Unchecked-Send,code snippet injection
86,85,2,Unchecked-Send,code snippet injection
77,76,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
37,36,2,Unchecked-Send,code snippet injection
33,32,2,Unchecked-Send,code snippet injection
23,22,2,Unchecked-Send,code snippet injection
19,18,2,Unchecked-Send,code snippet injection
15,14,2,Unchecked-Send,code snippet injection
11,10,2,Unchecked-Send,code snippet injection
