line,loc,length,bug type,approach
106,105,2,Unchecked-Send,code snippet injection
103,102,2,Unchecked-Send,code snippet injection
16,15,2,Unchecked-Send,code snippet injection
181,180,2,Unchecked-Send,code snippet injection
173,172,2,Unchecked-Send,code snippet injection
167,166,2,Unchecked-Send,code snippet injection
160,159,2,Unchecked-Send,code snippet injection
154,153,2,Unchecked-Send,code snippet injection
148,147,2,Unchecked-Send,code snippet injection
135,134,2,Unchecked-Send,code snippet injection
125,124,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
73,72,2,Unchecked-Send,code snippet injection
34,33,2,Unchecked-Send,code snippet injection
23,22,2,Unchecked-Send,code snippet injection
115,114,2,Unchecked-Send,code snippet injection
100,99,2,Unchecked-Send,code snippet injection
97,96,2,Unchecked-Send,code snippet injection
93,92,2,Unchecked-Send,code snippet injection
90,89,2,Unchecked-Send,code snippet injection
87,86,2,Unchecked-Send,code snippet injection
84,83,2,Unchecked-Send,code snippet injection
12,11,2,Unchecked-Send,code snippet injection
9,8,2,Unchecked-Send,code snippet injection
