line,loc,length,bug type,approach
71,70,2,Unchecked-Send,code snippet injection
68,67,2,Unchecked-Send,code snippet injection
65,64,2,Unchecked-Send,code snippet injection
62,61,2,Unchecked-Send,code snippet injection
59,58,2,Unchecked-Send,code snippet injection
56,55,2,Unchecked-Send,code snippet injection
53,52,2,Unchecked-Send,code snippet injection
240,239,2,Unchecked-Send,code snippet injection
231,230,2,Unchecked-Send,code snippet injection
224,223,2,Unchecked-Send,code snippet injection
217,216,2,Unchecked-Send,code snippet injection
210,209,2,Unchecked-Send,code snippet injection
197,196,2,Unchecked-Send,code snippet injection
161,160,2,Unchecked-Send,code snippet injection
119,118,2,Unchecked-Send,code snippet injection
101,100,2,Unchecked-Send,code snippet injection
86,85,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
48,47,2,Unchecked-Send,code snippet injection
36,35,2,Unchecked-Send,code snippet injection
14,13,2,Unchecked-Send,code snippet injection
