line,loc,length,bug type,approach
186,185,2,Unchecked-Send,code snippet injection
183,182,2,Unchecked-Send,code snippet injection
180,179,2,Unchecked-Send,code snippet injection
177,176,2,Unchecked-Send,code snippet injection
174,173,2,Unchecked-Send,code snippet injection
171,170,2,Unchecked-Send,code snippet injection
35,34,2,Unchecked-Send,code snippet injection
32,31,2,Unchecked-Send,code snippet injection
450,449,2,Unchecked-Send,code snippet injection
394,393,2,Unchecked-Send,code snippet injection
365,364,2,Unchecked-Send,code snippet injection
337,336,2,Unchecked-Send,code snippet injection
313,312,2,Unchecked-Send,code snippet injection
274,273,2,Unchecked-Send,code snippet injection
247,246,2,Unchecked-Send,code snippet injection
229,228,2,Unchecked-Send,code snippet injection
75,74,2,Unchecked-Send,code snippet injection
72,71,2,Unchecked-Send,code snippet injection
69,68,2,Unchecked-Send,code snippet injection
66,65,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
60,59,2,Unchecked-Send,code snippet injection
57,56,2,Unchecked-Send,code snippet injection
50,49,2,Unchecked-Send,code snippet injection
44,43,2,Unchecked-Send,code snippet injection
26,25,2,Unchecked-Send,code snippet injection
15,14,2,Unchecked-Send,code snippet injection
167,166,2,Unchecked-Send,code snippet injection
163,162,2,Unchecked-Send,code snippet injection
160,159,2,Unchecked-Send,code snippet injection
157,156,2,Unchecked-Send,code snippet injection
154,153,2,Unchecked-Send,code snippet injection
