line,loc,length,bug type,approach
317,316,2,Unchecked-Send,code snippet injection
314,313,2,Unchecked-Send,code snippet injection
311,310,2,Unchecked-Send,code snippet injection
80,79,2,Unchecked-Send,code snippet injection
72,71,2,Unchecked-Send,code snippet injection
69,68,2,Unchecked-Send,code snippet injection
308,307,2,Unchecked-Send,code snippet injection
300,299,2,Unchecked-Send,code snippet injection
291,290,2,Unchecked-Send,code snippet injection
281,280,2,Unchecked-Send,code snippet injection
274,273,2,Unchecked-Send,code snippet injection
266,265,2,Unchecked-Send,code snippet injection
260,259,2,Unchecked-Send,code snippet injection
242,241,2,Unchecked-Send,code snippet injection
233,232,2,Unchecked-Send,code snippet injection
226,225,2,Unchecked-Send,code snippet injection
220,219,2,Unchecked-Send,code snippet injection
204,203,2,Unchecked-Send,code snippet injection
197,196,2,Unchecked-Send,code snippet injection
191,190,2,Unchecked-Send,code snippet injection
180,179,2,Unchecked-Send,code snippet injection
163,162,2,Unchecked-Send,code snippet injection
157,156,2,Unchecked-Send,code snippet injection
150,149,2,Unchecked-Send,code snippet injection
144,143,2,Unchecked-Send,code snippet injection
111,110,2,Unchecked-Send,code snippet injection
91,90,2,Unchecked-Send,code snippet injection
66,65,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
60,59,2,Unchecked-Send,code snippet injection
57,56,2,Unchecked-Send,code snippet injection
54,53,2,Unchecked-Send,code snippet injection
