line,loc,length,bug type,approach
53,52,2,Unchecked-Send,code snippet injection
405,404,2,Unchecked-Send,code snippet injection
399,398,2,Unchecked-Send,code snippet injection
392,391,2,Unchecked-Send,code snippet injection
377,376,2,Unchecked-Send,code snippet injection
228,227,2,Unchecked-Send,code snippet injection
214,213,2,Unchecked-Send,code snippet injection
194,193,2,Unchecked-Send,code snippet injection
170,169,2,Unchecked-Send,code snippet injection
157,156,2,Unchecked-Send,code snippet injection
148,147,2,Unchecked-Send,code snippet injection
138,137,2,Unchecked-Send,code snippet injection
100,99,2,Unchecked-Send,code snippet injection
15,14,2,Unchecked-Send,code snippet injection
12,11,2,Unchecked-Send,code snippet injection
9,8,2,Unchecked-Send,code snippet injection
6,5,2,Unchecked-Send,code snippet injection
124,123,2,Unchecked-Send,code snippet injection
120,119,2,Unchecked-Send,code snippet injection
116,115,2,Unchecked-Send,code snippet injection
112,111,2,Unchecked-Send,code snippet injection
108,107,2,Unchecked-Send,code snippet injection
104,103,2,Unchecked-Send,code snippet injection
69,68,2,Unchecked-Send,code snippet injection
65,64,2,Unchecked-Send,code snippet injection
61,60,2,Unchecked-Send,code snippet injection
57,56,2,Unchecked-Send,code snippet injection
