line,loc,length,bug type,approach
232,231,2,Unchecked-Send,code snippet injection
216,215,2,Unchecked-Send,code snippet injection
207,206,2,Unchecked-Send,code snippet injection
198,197,2,Unchecked-Send,code snippet injection
189,188,2,Unchecked-Send,code snippet injection
173,172,2,Unchecked-Send,code snippet injection
163,162,2,Unchecked-Send,code snippet injection
153,152,2,Unchecked-Send,code snippet injection
142,141,2,Unchecked-Send,code snippet injection
133,132,2,Unchecked-Send,code snippet injection
127,126,2,Unchecked-Send,code snippet injection
121,120,2,Unchecked-Send,code snippet injection
114,113,2,Unchecked-Send,code snippet injection
106,105,2,Unchecked-Send,code snippet injection
99,98,2,Unchecked-Send,code snippet injection
93,92,2,Unchecked-Send,code snippet injection
221,220,2,Unchecked-Send,code snippet injection
180,179,2,Unchecked-Send,code snippet injection
85,84,2,Unchecked-Send,code snippet injection
82,81,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
73,72,2,Unchecked-Send,code snippet injection
