line,loc,length,bug type,approach
175,174,2,Unchecked-Send,code snippet injection
172,171,2,Unchecked-Send,code snippet injection
169,168,2,Unchecked-Send,code snippet injection
29,28,2,Unchecked-Send,code snippet injection
26,25,2,Unchecked-Send,code snippet injection
23,22,2,Unchecked-Send,code snippet injection
20,19,2,Unchecked-Send,code snippet injection
230,229,2,Unchecked-Send,code snippet injection
218,217,2,Unchecked-Send,code snippet injection
202,201,2,Unchecked-Send,code snippet injection
190,189,2,Unchecked-Send,code snippet injection
183,182,2,Unchecked-Send,code snippet injection
156,155,2,Unchecked-Send,code snippet injection
148,147,2,Unchecked-Send,code snippet injection
140,139,2,Unchecked-Send,code snippet injection
131,130,2,Unchecked-Send,code snippet injection
122,121,2,Unchecked-Send,code snippet injection
115,114,2,Unchecked-Send,code snippet injection
108,107,2,Unchecked-Send,code snippet injection
101,100,2,Unchecked-Send,code snippet injection
94,93,2,Unchecked-Send,code snippet injection
87,86,2,Unchecked-Send,code snippet injection
80,79,2,Unchecked-Send,code snippet injection
55,54,2,Unchecked-Send,code snippet injection
48,47,2,Unchecked-Send,code snippet injection
41,40,2,Unchecked-Send,code snippet injection
165,164,2,Unchecked-Send,code snippet injection
162,161,2,Unchecked-Send,code snippet injection
16,15,2,Unchecked-Send,code snippet injection
13,12,2,Unchecked-Send,code snippet injection
10,9,2,Unchecked-Send,code snippet injection
