line,loc,length,bug type,approach
239,238,2,Unchecked-Send,code snippet injection
236,235,2,Unchecked-Send,code snippet injection
233,232,2,Unchecked-Send,code snippet injection
353,352,2,Unchecked-Send,code snippet injection
344,343,2,Unchecked-Send,code snippet injection
336,335,2,Unchecked-Send,code snippet injection
328,327,2,Unchecked-Send,code snippet injection
316,315,2,Unchecked-Send,code snippet injection
299,298,2,Unchecked-Send,code snippet injection
266,265,2,Unchecked-Send,code snippet injection
27,26,2,Unchecked-Send,code snippet injection
24,23,2,Unchecked-Send,code snippet injection
18,17,2,Unchecked-Send,code snippet injection
180,179,2,Unchecked-Send,code snippet injection
174,173,2,Unchecked-Send,code snippet injection
168,167,2,Unchecked-Send,code snippet injection
162,161,2,Unchecked-Send,code snippet injection
156,155,2,Unchecked-Send,code snippet injection
150,149,2,Unchecked-Send,code snippet injection
