line,loc,length,bug type,approach
153,152,2,Unchecked-Send,code snippet injection
150,149,2,Unchecked-Send,code snippet injection
191,190,2,Unchecked-Send,code snippet injection
182,181,2,Unchecked-Send,code snippet injection
144,143,2,Unchecked-Send,code snippet injection
133,132,2,Unchecked-Send,code snippet injection
120,119,2,Unchecked-Send,code snippet injection
104,103,2,Unchecked-Send,code snippet injection
90,89,2,Unchecked-Send,code snippet injection
62,61,2,Unchecked-Send,code snippet injection
59,58,2,Unchecked-Send,code snippet injection
56,55,2,Unchecked-Send,code snippet injection
53,52,2,Unchecked-Send,code snippet injection
50,49,2,Unchecked-Send,code snippet injection
172,171,2,Unchecked-Send,code snippet injection
169,168,2,Unchecked-Send,code snippet injection
166,165,2,Unchecked-Send,code snippet injection
163,162,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
73,72,2,Unchecked-Send,code snippet injection
