line,loc,length,bug type,approach
106,105,2,Unchecked-Send,code snippet injection
81,80,2,Unchecked-Send,code snippet injection
78,77,2,Unchecked-Send,code snippet injection
290,289,2,Unchecked-Send,code snippet injection
280,279,2,Unchecked-Send,code snippet injection
270,269,2,Unchecked-Send,code snippet injection
255,254,2,Unchecked-Send,code snippet injection
244,243,2,Unchecked-Send,code snippet injection
224,223,2,Unchecked-Send,code snippet injection
207,206,2,Unchecked-Send,code snippet injection
192,191,2,Unchecked-Send,code snippet injection
182,181,2,Unchecked-Send,code snippet injection
172,171,2,Unchecked-Send,code snippet injection
132,131,2,Unchecked-Send,code snippet injection
124,123,2,Unchecked-Send,code snippet injection
113,112,2,Unchecked-Send,code snippet injection
94,93,2,Unchecked-Send,code snippet injection
75,74,2,Unchecked-Send,code snippet injection
72,71,2,Unchecked-Send,code snippet injection
69,68,2,Unchecked-Send,code snippet injection
66,65,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
60,59,2,Unchecked-Send,code snippet injection
49,48,2,Unchecked-Send,code snippet injection
43,42,2,Unchecked-Send,code snippet injection
37,36,2,Unchecked-Send,code snippet injection
31,30,2,Unchecked-Send,code snippet injection
156,155,2,Unchecked-Send,code snippet injection
153,152,2,Unchecked-Send,code snippet injection
149,148,2,Unchecked-Send,code snippet injection
146,145,2,Unchecked-Send,code snippet injection
143,142,2,Unchecked-Send,code snippet injection
