line,loc,length,bug type,approach
112,111,2,Unchecked-Send,code snippet injection
107,106,2,Unchecked-Send,code snippet injection
102,101,2,Unchecked-Send,code snippet injection
300,299,2,Unchecked-Send,code snippet injection
289,288,2,Unchecked-Send,code snippet injection
273,272,2,Unchecked-Send,code snippet injection
255,254,2,Unchecked-Send,code snippet injection
239,238,2,Unchecked-Send,code snippet injection
223,222,2,Unchecked-Send,code snippet injection
207,206,2,Unchecked-Send,code snippet injection
191,190,2,Unchecked-Send,code snippet injection
179,178,2,Unchecked-Send,code snippet injection
167,166,2,Unchecked-Send,code snippet injection
156,155,2,Unchecked-Send,code snippet injection
147,146,2,Unchecked-Send,code snippet injection
63,62,2,Unchecked-Send,code snippet injection
97,96,2,Unchecked-Send,code snippet injection
94,93,2,Unchecked-Send,code snippet injection
89,88,2,Unchecked-Send,code snippet injection
86,85,2,Unchecked-Send,code snippet injection
82,81,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
56,55,2,Unchecked-Send,code snippet injection
