line,loc,length,bug type,approach
240,239,2,Unchecked-Send,code snippet injection
85,84,2,Unchecked-Send,code snippet injection
80,79,2,Unchecked-Send,code snippet injection
75,74,2,Unchecked-Send,code snippet injection
13,12,2,Unchecked-Send,code snippet injection
315,314,2,Unchecked-Send,code snippet injection
304,303,2,Unchecked-Send,code snippet injection
296,295,2,Unchecked-Send,code snippet injection
286,285,2,Unchecked-Send,code snippet injection
276,275,2,Unchecked-Send,code snippet injection
264,263,2,Unchecked-Send,code snippet injection
250,249,2,Unchecked-Send,code snippet injection
218,217,2,Unchecked-Send,code snippet injection
198,197,2,Unchecked-Send,code snippet injection
177,176,2,Unchecked-Send,code snippet injection
160,159,2,Unchecked-Send,code snippet injection
142,141,2,Unchecked-Send,code snippet injection
127,126,2,Unchecked-Send,code snippet injection
104,103,2,Unchecked-Send,code snippet injection
45,44,2,Unchecked-Send,code snippet injection
25,24,2,Unchecked-Send,code snippet injection
235,234,2,Unchecked-Send,code snippet injection
231,230,2,Unchecked-Send,code snippet injection
228,227,2,Unchecked-Send,code snippet injection
70,69,2,Unchecked-Send,code snippet injection
67,66,2,Unchecked-Send,code snippet injection
62,61,2,Unchecked-Send,code snippet injection
58,57,2,Unchecked-Send,code snippet injection
55,54,2,Unchecked-Send,code snippet injection
52,51,2,Unchecked-Send,code snippet injection
9,8,2,Unchecked-Send,code snippet injection
