line,loc,length,bug type,approach
72,71,2,Unchecked-Send,code snippet injection
51,50,2,Unchecked-Send,code snippet injection
48,47,2,Unchecked-Send,code snippet injection
258,257,2,Unchecked-Send,code snippet injection
248,247,2,Unchecked-Send,code snippet injection
238,237,2,Unchecked-Send,code snippet injection
223,222,2,Unchecked-Send,code snippet injection
212,211,2,Unchecked-Send,code snippet injection
192,191,2,Unchecked-Send,code snippet injection
175,174,2,Unchecked-Send,code snippet injection
160,159,2,Unchecked-Send,code snippet injection
150,149,2,Unchecked-Send,code snippet injection
140,139,2,Unchecked-Send,code snippet injection
98,97,2,Unchecked-Send,code snippet injection
90,89,2,Unchecked-Send,code snippet injection
79,78,2,Unchecked-Send,code snippet injection
59,58,2,Unchecked-Send,code snippet injection
45,44,2,Unchecked-Send,code snippet injection
42,41,2,Unchecked-Send,code snippet injection
39,38,2,Unchecked-Send,code snippet injection
36,35,2,Unchecked-Send,code snippet injection
33,32,2,Unchecked-Send,code snippet injection
30,29,2,Unchecked-Send,code snippet injection
123,122,2,Unchecked-Send,code snippet injection
120,119,2,Unchecked-Send,code snippet injection
115,114,2,Unchecked-Send,code snippet injection
112,111,2,Unchecked-Send,code snippet injection
109,108,2,Unchecked-Send,code snippet injection
106,105,2,Unchecked-Send,code snippet injection
68,67,2,Unchecked-Send,code snippet injection
65,64,2,Unchecked-Send,code snippet injection
