line,loc,length,bug type,approach
180,179,2,Unchecked-Send,code snippet injection
110,109,2,Unchecked-Send,code snippet injection
81,80,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
472,471,2,Unchecked-Send,code snippet injection
462,461,2,Unchecked-Send,code snippet injection
452,451,2,Unchecked-Send,code snippet injection
437,436,2,Unchecked-Send,code snippet injection
426,425,2,Unchecked-Send,code snippet injection
402,401,2,Unchecked-Send,code snippet injection
385,384,2,Unchecked-Send,code snippet injection
360,359,2,Unchecked-Send,code snippet injection
350,349,2,Unchecked-Send,code snippet injection
340,339,2,Unchecked-Send,code snippet injection
331,330,2,Unchecked-Send,code snippet injection
323,322,2,Unchecked-Send,code snippet injection
313,312,2,Unchecked-Send,code snippet injection
307,306,2,Unchecked-Send,code snippet injection
300,299,2,Unchecked-Send,code snippet injection
293,292,2,Unchecked-Send,code snippet injection
259,258,2,Unchecked-Send,code snippet injection
236,235,2,Unchecked-Send,code snippet injection
209,208,2,Unchecked-Send,code snippet injection
137,136,2,Unchecked-Send,code snippet injection
128,127,2,Unchecked-Send,code snippet injection
117,116,2,Unchecked-Send,code snippet injection
96,95,2,Unchecked-Send,code snippet injection
76,75,2,Unchecked-Send,code snippet injection
73,72,2,Unchecked-Send,code snippet injection
70,69,2,Unchecked-Send,code snippet injection
67,66,2,Unchecked-Send,code snippet injection
64,63,2,Unchecked-Send,code snippet injection
