block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,10,10
2,function,withdrawBalance_re_ent33,11,19,
3,imaginary,block_3_imag,20,23,
4,function,_setMetadata,24,26,
5,imaginary,block_5_imag,27,28,27
6,function,buyTicket_re_ent2,29,34,
7,imaginary,block_7_imag,35,41,41
8,function,claimReward_re_ent11,42,48,
9,imaginary,block_9_imag,49,50,50
10,function,withdraw_balances_re_ent1,51,55,
11,imaginary,block_11_imag,56,58,58
12,function,bug_re_ent27,59,65,
13,imaginary,block_13_imag,66,69,
14,function,_setOperator,70,74,
15,imaginary,block_15_imag,75,75,75
16,function,withdrawFunds_re_ent17,76,82,
17,imaginary,block_17_imag,83,83,
18,function,_transferOperator,84,88,
19,imaginary,block_19_imag,89,90,89
20,function,buyTicket_re_ent37,91,96,
21,imaginary,block_21_imag,97,97,
22,function,_renounceOperator,98,103,
23,imaginary,block_23_imag,104,104,104
24,function,withdrawFunds_re_ent3,105,111,
25,imaginary,block_25_imag,112,112,
26,function,_activateOperator,113,117,
27,imaginary,block_27_imag,118,119,118
28,function,buyTicket_re_ent9,120,126,
29,imaginary,block_29_imag,127,127,
30,function,_deactivateOperator,128,132,
31,imaginary,block_31_imag,133,133,133
32,function,claimReward_re_ent25,134,140,
33,imaginary,block_33_imag,141,143,
34,function,getOperator,144,146,
35,imaginary,block_35_imag,147,147,147
36,function,withdrawBalance_re_ent19,148,155,
37,imaginary,block_37_imag,156,156,
38,function,isOperator,157,159,
39,imaginary,block_39_imag,160,160,160
40,function,withdrawBalance_re_ent26,161,169,
41,imaginary,block_41_imag,170,170,
42,function,hasActiveOperator,171,173,
43,imaginary,block_43_imag,174,174,174
44,function,bug_re_ent20,175,181,
45,imaginary,block_45_imag,182,182,
46,function,isActiveOperator,183,185,
47,imaginary,block_47_imag,186,186,186
48,function,claimReward_re_ent32,187,193,
49,imaginary,block_49_imag,194,217,
50,function,_combineMultiHash,218,230,
51,imaginary,block_51_imag,231,231,231
52,function,withdrawFunds_re_ent38,232,237,
53,imaginary,block_53_imag,238,243,
54,function,_splitMultiHash,244,260,
55,imaginary,block_55_imag,261,261,261
56,function,claimReward_re_ent4,262,268,
57,imaginary,block_57_imag,269,304,304
58,function,bug_re_ent41,305,311,
59,imaginary,block_59_imag,312,314,314
60,function,withdrawFunds_re_ent31,315,320,
61,imaginary,block_61_imag,321,324,
62,function,_setProofHash,325,328,
63,imaginary,block_63_imag,329,329,329
64,function,callme_re_ent7,330,336,
65,imaginary,block_65_imag,337,339,
66,function,getProofHash,340,342,
67,imaginary,block_67_imag,343,344,343
68,function,buyTicket_re_ent23,345,350,
69,imaginary,block_69_imag,351,358,358
70,function,callme_re_ent42,359,365,
71,imaginary,block_71_imag,366,382,
72,function,getCreator,383,386,
73,imaginary,block_73_imag,387,387,387
74,function,callme_re_ent14,388,394,
75,imaginary,block_75_imag,395,395,
76,function,isCreator,396,398,
77,imaginary,block_77_imag,399,400,399
78,function,buyTicket_re_ent30,401,406,
79,imaginary,block_79_imag,407,407,
80,function,getFactory,408,410,
81,imaginary,block_81_imag,411,411,411
82,function,withdraw_balances_re_ent8,412,416,
83,imaginary,block_83_imag,417,427,427
84,function,bug_re_ent13,428,435,
85,imaginary,block_85_imag,436,437,
86,function,initialize,438,462,
87,imaginary,block_87_imag,463,463,463
88,function,claimReward_re_ent39,464,470,
89,imaginary,block_89_imag,471,473,
90,function,setMetadata,474,480,
91,imaginary,block_91_imag,481,481,481
92,function,withdraw_balances_re_ent36,482,485,
93,imaginary,block_93_imag,486,486,
94,function,transferOperator,487,493,
95,imaginary,block_95_imag,494,494,494
96,function,callme_re_ent35,495,501,
97,imaginary,block_97_imag,502,502,
98,function,renounceOperator,503,509,
99,imaginary,block_99_imag,510,510,510
100,function,withdrawBalance_re_ent40,511,519,
101,imaginary,block_101_imag,520,521,
