block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,8,8
2,function,callme_re_ent14,9,15,
3,imaginary,block_3_imag,16,19,18
4,function,buyTicket_re_ent30,20,25,
5,imaginary,block_5_imag,26,27,27
6,function,withdraw_balances_re_ent8,28,32,
7,imaginary,block_7_imag,33,34,34
8,function,claimReward_re_ent39,35,41,
9,imaginary,block_9_imag,42,45,45
10,function,withdrawFunds_re_ent31,46,51,
11,imaginary,block_11_imag,52,58,58
12,function,callme_re_ent35,59,65,
13,imaginary,block_13_imag,66,66,
14,function,transfer,67,73,
15,imaginary,block_15_imag,74,74,74
16,function,withdrawBalance_re_ent40,75,83,
17,imaginary,block_17_imag,84,85,85
18,function,bug_re_ent13,86,93,
19,imaginary,block_19_imag,94,96,96
20,function,withdraw_balances_re_ent36,97,100,
21,imaginary,block_21_imag,101,102,
22,function,approve,103,110,
23,imaginary,block_23_imag,111,111,111
24,function,withdrawBalance_re_ent33,112,120,
25,imaginary,block_25_imag,121,121,
26,function,transferFrom,122,134,
27,imaginary,block_27_imag,135,135,135
28,function,bug_re_ent27,136,142,
29,imaginary,block_29_imag,143,143,
