block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,23,
2,function,sub,24,29,
3,imaginary,block_3_imag,30,33,
4,function,add,34,39,
5,imaginary,block_5_imag,40,49,49
6,function,claimReward_re_ent4,50,56,
7,imaginary,block_7_imag,57,58,58
8,function,callme_re_ent7,59,65,
9,imaginary,block_9_imag,66,68,67
10,function,buyTicket_re_ent23,69,74,
11,imaginary,block_11_imag,75,76,76
12,function,callme_re_ent14,77,83,
13,imaginary,block_13_imag,84,86,85
14,function,buyTicket_re_ent30,87,92,
15,imaginary,block_15_imag,93,103,102
16,function,buyTicket_re_ent9,104,110,
17,imaginary,block_17_imag,111,112,112
18,function,claimReward_re_ent25,113,119,
19,imaginary,block_19_imag,120,121,121
20,function,withdrawBalance_re_ent19,122,129,
21,imaginary,block_21_imag,130,135,
22,function,balanceOf,136,138,
23,imaginary,block_23_imag,139,139,139
24,function,withdraw_balances_re_ent8,140,144,
25,imaginary,block_25_imag,145,150,
26,function,transfer,151,156,
27,imaginary,block_27_imag,157,157,157
28,function,claimReward_re_ent39,158,164,
29,imaginary,block_29_imag,165,171,
30,function,transferFrom,172,178,
31,imaginary,block_31_imag,179,179,179
32,function,withdraw_balances_re_ent36,180,183,
33,imaginary,block_33_imag,184,189,
34,function,approve,190,194,
35,imaginary,block_35_imag,195,195,195
36,function,callme_re_ent35,196,202,
37,imaginary,block_37_imag,203,208,
38,function,allowance,209,211,
39,imaginary,block_39_imag,212,212,212
40,function,withdrawBalance_re_ent40,213,221,
41,imaginary,block_41_imag,222,226,226
42,function,withdrawFunds_re_ent31,227,232,
43,imaginary,block_43_imag,233,234,234
44,function,bug_re_ent13,235,242,
45,imaginary,block_45_imag,243,251,251
46,function,withdrawBalance_re_ent26,252,260,
47,imaginary,block_47_imag,261,262,262
48,function,bug_re_ent20,263,269,
49,imaginary,block_49_imag,270,271,271
50,function,claimReward_re_ent32,272,278,
51,imaginary,block_51_imag,279,280,280
52,function,withdrawFunds_re_ent38,281,286,
53,imaginary,block_53_imag,287,295,295
54,function,withdrawBalance_re_ent33,296,304,
55,imaginary,block_55_imag,305,308,
56,function,function_at_309,309,311,
57,imaginary,block_57_imag,312,312,312
58,function,bug_re_ent27,313,319,
59,imaginary,block_59_imag,320,321,
