block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,9,9
2,function,claimReward_re_ent39,10,16,
3,imaginary,block_3_imag,17,18,18
4,function,withdraw_balances_re_ent36,19,22,
5,imaginary,block_5_imag,23,24,24
6,function,callme_re_ent35,25,31,
7,imaginary,block_7_imag,32,33,33
8,function,withdrawBalance_re_ent40,34,42,
9,imaginary,block_9_imag,43,44,44
10,function,withdrawBalance_re_ent33,45,53,
11,imaginary,block_11_imag,54,55,55
12,function,bug_re_ent27,56,62,
13,imaginary,block_13_imag,63,65,65
14,function,withdrawFunds_re_ent31,66,71,
15,imaginary,block_15_imag,72,73,73
16,function,bug_re_ent13,74,81,
17,imaginary,block_17_imag,82,99,99
18,function,withdraw_balances_re_ent1,100,104,
19,imaginary,block_19_imag,105,106,106
20,function,bug_re_ent41,107,113,
21,imaginary,block_21_imag,114,115,115
22,function,callme_re_ent42,116,122,
23,imaginary,block_23_imag,123,126,125
24,function,buyTicket_re_ent2,127,132,
25,imaginary,block_25_imag,133,135,135
26,function,withdrawFunds_re_ent17,136,142,
27,imaginary,block_27_imag,143,146,145
28,function,buyTicket_re_ent37,147,152,
29,imaginary,block_29_imag,153,154,154
30,function,withdrawFunds_re_ent3,155,161,
31,imaginary,block_31_imag,162,164,163
32,function,buyTicket_re_ent9,165,171,
33,imaginary,block_33_imag,172,174,174
34,function,claimReward_re_ent25,175,181,
35,imaginary,block_35_imag,182,183,183
36,function,withdrawBalance_re_ent19,184,191,
37,imaginary,block_37_imag,192,227,227
38,function,withdrawBalance_re_ent26,228,236,
39,imaginary,block_39_imag,237,237,
40,function,setOracle,238,242,
41,imaginary,block_41_imag,243,243,243
42,function,bug_re_ent20,244,250,
43,imaginary,block_43_imag,251,251,
44,function,setInitialPrice,252,257,
45,imaginary,block_45_imag,258,258,258
46,function,claimReward_re_ent32,259,265,
47,imaginary,block_47_imag,266,266,
48,function,closeGame,267,271,
49,imaginary,block_49_imag,272,272,272
50,function,withdrawFunds_re_ent38,273,278,
51,imaginary,block_51_imag,279,279,
52,function,betUp,280,287,
53,imaginary,block_53_imag,288,288,288
54,function,claimReward_re_ent4,289,295,
55,imaginary,block_55_imag,296,296,
56,function,betDown,297,304,
57,imaginary,block_57_imag,305,305,305
58,function,callme_re_ent7,306,312,
59,imaginary,block_59_imag,313,314,
60,function,setFinalPrice,315,337,
61,imaginary,block_61_imag,338,339,338
62,function,buyTicket_re_ent23,340,345,
63,imaginary,block_63_imag,346,346,
64,function,collectOwnerWinnings,347,349,
65,imaginary,block_65_imag,350,350,350
66,function,callme_re_ent14,351,357,
67,imaginary,block_67_imag,358,358,
68,function,collectPlayerWinnings,359,364,
69,imaginary,block_69_imag,365,366,365
70,function,buyTicket_re_ent30,367,372,
71,imaginary,block_71_imag,373,373,
72,function,getBalance,374,376,
73,imaginary,block_73_imag,377,377,377
74,function,withdraw_balances_re_ent8,378,382,
75,imaginary,block_75_imag,383,384,
