line,loc,length,bug type,approach
200,197,9,Re-erntrancy,code snippet injection
193,189,7,Re-erntrancy,code snippet injection
30,27,8,Re-erntrancy,code snippet injection
328,324,10,Re-erntrancy,code snippet injection
312,308,10,Re-erntrancy,code snippet injection
299,296,8,Re-erntrancy,code snippet injection
288,286,5,Re-erntrancy,code snippet injection
279,274,8,Re-erntrancy,code snippet injection
266,264,6,Re-erntrancy,code snippet injection
248,245,8,Re-erntrancy,code snippet injection
232,229,8,Re-erntrancy,code snippet injection
122,119,8,Re-erntrancy,code snippet injection
113,110,8,Re-erntrancy,code snippet injection
106,101,8,Re-erntrancy,code snippet injection
61,57,7,Re-erntrancy,code snippet injection
45,40,8,Re-erntrancy,code snippet injection
216,213,8,Re-erntrancy,code snippet injection
182,178,10,Re-erntrancy,code snippet injection
172,168,9,Re-erntrancy,code snippet injection
163,158,8,Re-erntrancy,code snippet injection
151,148,9,Re-erntrancy,code snippet injection
143,139,8,Re-erntrancy,code snippet injection
133,130,8,Re-erntrancy,code snippet injection
21,17,8,Re-erntrancy,code snippet injection
11,8,8,Re-erntrancy,code snippet injection
