line,loc,length,bug type,approach
89,86,9,Re-erntrancy,code snippet injection
81,77,7,Re-erntrancy,code snippet injection
372,369,8,Re-erntrancy,code snippet injection
358,354,10,Re-erntrancy,code snippet injection
330,326,10,Re-erntrancy,code snippet injection
302,299,8,Re-erntrancy,code snippet injection
286,284,5,Re-erntrancy,code snippet injection
276,271,8,Re-erntrancy,code snippet injection
262,260,6,Re-erntrancy,code snippet injection
246,243,8,Re-erntrancy,code snippet injection
232,229,8,Re-erntrancy,code snippet injection
218,215,8,Re-erntrancy,code snippet injection
205,202,8,Re-erntrancy,code snippet injection
194,189,8,Re-erntrancy,code snippet injection
181,177,7,Re-erntrancy,code snippet injection
167,162,8,Re-erntrancy,code snippet injection
152,149,8,Re-erntrancy,code snippet injection
136,132,10,Re-erntrancy,code snippet injection
115,111,9,Re-erntrancy,code snippet injection
72,67,8,Re-erntrancy,code snippet injection
59,56,9,Re-erntrancy,code snippet injection
44,40,8,Re-erntrancy,code snippet injection
33,30,8,Re-erntrancy,code snippet injection
24,20,8,Re-erntrancy,code snippet injection
13,10,8,Re-erntrancy,code snippet injection
