line,loc,length,bug type,approach
28,25,9,Re-erntrancy,code snippet injection
21,17,7,Re-erntrancy,code snippet injection
11,8,8,Re-erntrancy,code snippet injection
286,282,10,Re-erntrancy,code snippet injection
271,267,10,Re-erntrancy,code snippet injection
255,252,8,Re-erntrancy,code snippet injection
243,241,5,Re-erntrancy,code snippet injection
228,223,8,Re-erntrancy,code snippet injection
212,210,6,Re-erntrancy,code snippet injection
197,194,8,Re-erntrancy,code snippet injection
165,162,8,Re-erntrancy,code snippet injection
136,133,8,Re-erntrancy,code snippet injection
106,103,8,Re-erntrancy,code snippet injection
97,92,8,Re-erntrancy,code snippet injection
88,84,7,Re-erntrancy,code snippet injection
80,75,8,Re-erntrancy,code snippet injection
69,66,8,Re-erntrancy,code snippet injection
59,55,10,Re-erntrancy,code snippet injection
49,45,9,Re-erntrancy,code snippet injection
41,36,8,Re-erntrancy,code snippet injection
