line,loc,length,bug type,approach
383,380,9,Re-erntrancy,code snippet injection
162,158,7,Re-erntrancy,code snippet injection
150,147,8,Re-erntrancy,code snippet injection
138,134,10,Re-erntrancy,code snippet injection
20,16,10,Re-erntrancy,code snippet injection
496,493,8,Re-erntrancy,code snippet injection
481,479,5,Re-erntrancy,code snippet injection
470,465,8,Re-erntrancy,code snippet injection
453,451,6,Re-erntrancy,code snippet injection
438,435,8,Re-erntrancy,code snippet injection
420,417,8,Re-erntrancy,code snippet injection
400,397,8,Re-erntrancy,code snippet injection
337,334,8,Re-erntrancy,code snippet injection
313,308,8,Re-erntrancy,code snippet injection
286,282,7,Re-erntrancy,code snippet injection
264,259,8,Re-erntrancy,code snippet injection
238,235,8,Re-erntrancy,code snippet injection
216,212,10,Re-erntrancy,code snippet injection
186,182,9,Re-erntrancy,code snippet injection
68,63,8,Re-erntrancy,code snippet injection
39,36,9,Re-erntrancy,code snippet injection
373,369,8,Re-erntrancy,code snippet injection
362,359,8,Re-erntrancy,code snippet injection
354,350,8,Re-erntrancy,code snippet injection
126,123,8,Re-erntrancy,code snippet injection
117,114,8,Re-erntrancy,code snippet injection
106,103,8,Re-erntrancy,code snippet injection
97,95,6,Re-erntrancy,code snippet injection
91,86,8,Re-erntrancy,code snippet injection
80,76,9,Re-erntrancy,code snippet injection
10,8,6,Re-erntrancy,code snippet injection
