line,loc,length,bug type,approach
363,360,9,Re-erntrancy,code snippet injection
538,534,7,Re-erntrancy,code snippet injection
524,521,8,Re-erntrancy,code snippet injection
509,505,10,Re-erntrancy,code snippet injection
490,486,10,Re-erntrancy,code snippet injection
476,473,8,Re-erntrancy,code snippet injection
441,439,5,Re-erntrancy,code snippet injection
422,417,8,Re-erntrancy,code snippet injection
406,404,6,Re-erntrancy,code snippet injection
394,391,8,Re-erntrancy,code snippet injection
381,378,8,Re-erntrancy,code snippet injection
252,249,8,Re-erntrancy,code snippet injection
234,231,8,Re-erntrancy,code snippet injection
224,219,8,Re-erntrancy,code snippet injection
212,208,7,Re-erntrancy,code snippet injection
191,186,8,Re-erntrancy,code snippet injection
170,167,8,Re-erntrancy,code snippet injection
156,152,10,Re-erntrancy,code snippet injection
65,61,9,Re-erntrancy,code snippet injection
57,52,8,Re-erntrancy,code snippet injection
45,42,9,Re-erntrancy,code snippet injection
35,31,8,Re-erntrancy,code snippet injection
25,22,8,Re-erntrancy,code snippet injection
17,13,8,Re-erntrancy,code snippet injection
347,344,8,Re-erntrancy,code snippet injection
336,333,8,Re-erntrancy,code snippet injection
327,324,8,Re-erntrancy,code snippet injection
316,314,6,Re-erntrancy,code snippet injection
309,304,8,Re-erntrancy,code snippet injection
297,293,9,Re-erntrancy,code snippet injection
286,284,6,Re-erntrancy,code snippet injection
278,274,7,Re-erntrancy,code snippet injection
264,261,8,Re-erntrancy,code snippet injection
133,130,8,Re-erntrancy,code snippet injection
123,120,8,Re-erntrancy,code snippet injection
115,113,5,Re-erntrancy,code snippet injection
107,103,9,Re-erntrancy,code snippet injection
98,94,7,Re-erntrancy,code snippet injection
88,85,8,Re-erntrancy,code snippet injection
79,76,8,Re-erntrancy,code snippet injection
