line,loc,length,bug type,approach
327,324,9,Re-erntrancy,code snippet injection
320,316,7,Re-erntrancy,code snippet injection
310,307,8,Re-erntrancy,code snippet injection
66,62,10,Re-erntrancy,code snippet injection
55,51,10,Re-erntrancy,code snippet injection
45,42,8,Re-erntrancy,code snippet injection
38,36,5,Re-erntrancy,code snippet injection
413,408,8,Re-erntrancy,code snippet injection
394,392,6,Re-erntrancy,code snippet injection
373,370,8,Re-erntrancy,code snippet injection
355,352,8,Re-erntrancy,code snippet injection
342,339,8,Re-erntrancy,code snippet injection
281,278,8,Re-erntrancy,code snippet injection
269,264,8,Re-erntrancy,code snippet injection
255,251,7,Re-erntrancy,code snippet injection
241,236,8,Re-erntrancy,code snippet injection
224,221,8,Re-erntrancy,code snippet injection
210,206,10,Re-erntrancy,code snippet injection
196,192,9,Re-erntrancy,code snippet injection
184,179,8,Re-erntrancy,code snippet injection
168,165,9,Re-erntrancy,code snippet injection
156,152,8,Re-erntrancy,code snippet injection
142,139,8,Re-erntrancy,code snippet injection
112,108,8,Re-erntrancy,code snippet injection
98,95,8,Re-erntrancy,code snippet injection
85,82,8,Re-erntrancy,code snippet injection
300,297,8,Re-erntrancy,code snippet injection
292,290,6,Re-erntrancy,code snippet injection
31,26,8,Re-erntrancy,code snippet injection
20,16,9,Re-erntrancy,code snippet injection
11,9,6,Re-erntrancy,code snippet injection
