line,loc,length,bug type,approach
324,321,9,Re-erntrancy,code snippet injection
317,313,7,Re-erntrancy,code snippet injection
307,304,8,Re-erntrancy,code snippet injection
297,293,10,Re-erntrancy,code snippet injection
286,282,10,Re-erntrancy,code snippet injection
276,273,8,Re-erntrancy,code snippet injection
158,156,5,Re-erntrancy,code snippet injection
610,605,8,Re-erntrancy,code snippet injection
582,580,6,Re-erntrancy,code snippet injection
566,563,8,Re-erntrancy,code snippet injection
533,530,8,Re-erntrancy,code snippet injection
519,516,8,Re-erntrancy,code snippet injection
507,504,8,Re-erntrancy,code snippet injection
492,487,8,Re-erntrancy,code snippet injection
476,472,7,Re-erntrancy,code snippet injection
461,456,8,Re-erntrancy,code snippet injection
446,443,8,Re-erntrancy,code snippet injection
425,421,10,Re-erntrancy,code snippet injection
411,407,9,Re-erntrancy,code snippet injection
399,394,8,Re-erntrancy,code snippet injection
377,374,9,Re-erntrancy,code snippet injection
361,357,8,Re-erntrancy,code snippet injection
340,337,8,Re-erntrancy,code snippet injection
204,200,8,Re-erntrancy,code snippet injection
187,184,8,Re-erntrancy,code snippet injection
169,166,8,Re-erntrancy,code snippet injection
266,263,8,Re-erntrancy,code snippet injection
258,256,6,Re-erntrancy,code snippet injection
252,247,8,Re-erntrancy,code snippet injection
240,236,9,Re-erntrancy,code snippet injection
231,229,6,Re-erntrancy,code snippet injection
225,221,7,Re-erntrancy,code snippet injection
148,145,8,Re-erntrancy,code snippet injection
139,136,8,Re-erntrancy,code snippet injection
