line,loc,length,bug type,approach
200,197,9,Re-erntrancy,code snippet injection
193,189,7,Re-erntrancy,code snippet injection
30,27,8,Re-erntrancy,code snippet injection
329,325,10,Re-erntrancy,code snippet injection
313,309,10,Re-erntrancy,code snippet injection
300,297,8,Re-erntrancy,code snippet injection
289,287,5,Re-erntrancy,code snippet injection
280,275,8,Re-erntrancy,code snippet injection
267,265,6,Re-erntrancy,code snippet injection
249,246,8,Re-erntrancy,code snippet injection
232,229,8,Re-erntrancy,code snippet injection
122,119,8,Re-erntrancy,code snippet injection
113,110,8,Re-erntrancy,code snippet injection
106,101,8,Re-erntrancy,code snippet injection
61,57,7,Re-erntrancy,code snippet injection
45,40,8,Re-erntrancy,code snippet injection
216,213,8,Re-erntrancy,code snippet injection
182,178,10,Re-erntrancy,code snippet injection
172,168,9,Re-erntrancy,code snippet injection
163,158,8,Re-erntrancy,code snippet injection
151,148,9,Re-erntrancy,code snippet injection
143,139,8,Re-erntrancy,code snippet injection
133,130,8,Re-erntrancy,code snippet injection
21,17,8,Re-erntrancy,code snippet injection
11,8,8,Re-erntrancy,code snippet injection
