line,loc,length,bug type,approach
308,305,9,Re-erntrancy,code snippet injection
301,297,7,Re-erntrancy,code snippet injection
291,288,8,Re-erntrancy,code snippet injection
463,459,10,Re-erntrancy,code snippet injection
446,442,10,Re-erntrancy,code snippet injection
431,428,8,Re-erntrancy,code snippet injection
419,417,5,Re-erntrancy,code snippet injection
404,399,8,Re-erntrancy,code snippet injection
380,378,6,Re-erntrancy,code snippet injection
342,339,8,Re-erntrancy,code snippet injection
41,38,8,Re-erntrancy,code snippet injection
32,29,8,Re-erntrancy,code snippet injection
20,17,8,Re-erntrancy,code snippet injection
234,229,8,Re-erntrancy,code snippet injection
222,218,7,Re-erntrancy,code snippet injection
211,206,8,Re-erntrancy,code snippet injection
197,194,8,Re-erntrancy,code snippet injection
184,180,10,Re-erntrancy,code snippet injection
171,167,9,Re-erntrancy,code snippet injection
