line,loc,length,bug type,approach
657,654,9,Re-erntrancy,code snippet injection
645,641,7,Re-erntrancy,code snippet injection
620,617,8,Re-erntrancy,code snippet injection
603,599,10,Re-erntrancy,code snippet injection
586,582,10,Re-erntrancy,code snippet injection
531,528,8,Re-erntrancy,code snippet injection
514,512,5,Re-erntrancy,code snippet injection
488,483,8,Re-erntrancy,code snippet injection
460,458,6,Re-erntrancy,code snippet injection
436,433,8,Re-erntrancy,code snippet injection
405,402,8,Re-erntrancy,code snippet injection
378,375,8,Re-erntrancy,code snippet injection
353,350,8,Re-erntrancy,code snippet injection
329,324,8,Re-erntrancy,code snippet injection
309,305,7,Re-erntrancy,code snippet injection
295,290,8,Re-erntrancy,code snippet injection
272,269,8,Re-erntrancy,code snippet injection
256,252,10,Re-erntrancy,code snippet injection
565,561,9,Re-erntrancy,code snippet injection
557,552,8,Re-erntrancy,code snippet injection
545,542,9,Re-erntrancy,code snippet injection
240,236,8,Re-erntrancy,code snippet injection
229,226,8,Re-erntrancy,code snippet injection
220,216,8,Re-erntrancy,code snippet injection
