line,loc,length,bug type,approach
1069,1066,9,Re-erntrancy,code snippet injection
1052,1048,7,Re-erntrancy,code snippet injection
1006,1003,8,Re-erntrancy,code snippet injection
990,986,10,Re-erntrancy,code snippet injection
929,925,10,Re-erntrancy,code snippet injection
899,896,8,Re-erntrancy,code snippet injection
872,870,5,Re-erntrancy,code snippet injection
846,841,8,Re-erntrancy,code snippet injection
832,830,6,Re-erntrancy,code snippet injection
807,804,8,Re-erntrancy,code snippet injection
789,786,8,Re-erntrancy,code snippet injection
772,769,8,Re-erntrancy,code snippet injection
755,752,8,Re-erntrancy,code snippet injection
726,721,8,Re-erntrancy,code snippet injection
697,693,7,Re-erntrancy,code snippet injection
631,626,8,Re-erntrancy,code snippet injection
612,609,8,Re-erntrancy,code snippet injection
594,590,10,Re-erntrancy,code snippet injection
576,572,9,Re-erntrancy,code snippet injection
555,550,8,Re-erntrancy,code snippet injection
512,509,9,Re-erntrancy,code snippet injection
477,473,8,Re-erntrancy,code snippet injection
455,452,8,Re-erntrancy,code snippet injection
444,440,8,Re-erntrancy,code snippet injection
425,422,8,Re-erntrancy,code snippet injection
393,390,8,Re-erntrancy,code snippet injection
375,372,8,Re-erntrancy,code snippet injection
349,347,6,Re-erntrancy,code snippet injection
343,338,8,Re-erntrancy,code snippet injection
332,328,9,Re-erntrancy,code snippet injection
323,321,6,Re-erntrancy,code snippet injection
317,313,7,Re-erntrancy,code snippet injection
306,303,8,Re-erntrancy,code snippet injection
297,294,8,Re-erntrancy,code snippet injection
288,285,8,Re-erntrancy,code snippet injection
281,279,5,Re-erntrancy,code snippet injection
273,269,9,Re-erntrancy,code snippet injection
265,261,7,Re-erntrancy,code snippet injection
255,252,8,Re-erntrancy,code snippet injection
246,243,8,Re-erntrancy,code snippet injection
239,237,5,Re-erntrancy,code snippet injection
233,228,8,Re-erntrancy,code snippet injection
