line,loc,length,bug type,approach
273,270,9,Re-erntrancy,code snippet injection
108,104,7,Re-erntrancy,code snippet injection
334,331,8,Re-erntrancy,code snippet injection
319,315,10,Re-erntrancy,code snippet injection
289,285,10,Re-erntrancy,code snippet injection
228,225,8,Re-erntrancy,code snippet injection
191,189,5,Re-erntrancy,code snippet injection
177,172,8,Re-erntrancy,code snippet injection
160,158,6,Re-erntrancy,code snippet injection
138,135,8,Re-erntrancy,code snippet injection
123,120,8,Re-erntrancy,code snippet injection
263,260,8,Re-erntrancy,code snippet injection
254,251,8,Re-erntrancy,code snippet injection
215,210,8,Re-erntrancy,code snippet injection
99,95,7,Re-erntrancy,code snippet injection
