line,loc,length,bug type,approach
434,431,9,Re-erntrancy,code snippet injection
219,215,7,Re-erntrancy,code snippet injection
209,206,8,Re-erntrancy,code snippet injection
65,61,10,Re-erntrancy,code snippet injection
14,10,10,Re-erntrancy,code snippet injection
537,534,8,Re-erntrancy,code snippet injection
523,521,5,Re-erntrancy,code snippet injection
510,505,8,Re-erntrancy,code snippet injection
493,491,6,Re-erntrancy,code snippet injection
476,473,8,Re-erntrancy,code snippet injection
415,412,8,Re-erntrancy,code snippet injection
403,400,8,Re-erntrancy,code snippet injection
391,388,8,Re-erntrancy,code snippet injection
323,318,8,Re-erntrancy,code snippet injection
292,288,7,Re-erntrancy,code snippet injection
248,243,8,Re-erntrancy,code snippet injection
233,230,8,Re-erntrancy,code snippet injection
193,189,10,Re-erntrancy,code snippet injection
180,176,9,Re-erntrancy,code snippet injection
169,164,8,Re-erntrancy,code snippet injection
154,151,9,Re-erntrancy,code snippet injection
141,137,8,Re-erntrancy,code snippet injection
126,123,8,Re-erntrancy,code snippet injection
113,109,8,Re-erntrancy,code snippet injection
97,94,8,Re-erntrancy,code snippet injection
83,80,8,Re-erntrancy,code snippet injection
30,27,8,Re-erntrancy,code snippet injection
363,361,6,Re-erntrancy,code snippet injection
56,51,8,Re-erntrancy,code snippet injection
45,41,9,Re-erntrancy,code snippet injection
