line,loc,length,bug type,approach
205,202,9,Re-erntrancy,code snippet injection
154,150,7,Re-erntrancy,code snippet injection
144,141,8,Re-erntrancy,code snippet injection
491,487,10,Re-erntrancy,code snippet injection
473,469,10,Re-erntrancy,code snippet injection
456,453,8,Re-erntrancy,code snippet injection
437,435,5,Re-erntrancy,code snippet injection
423,418,8,Re-erntrancy,code snippet injection
396,394,6,Re-erntrancy,code snippet injection
374,371,8,Re-erntrancy,code snippet injection
353,350,8,Re-erntrancy,code snippet injection
337,334,8,Re-erntrancy,code snippet injection
321,318,8,Re-erntrancy,code snippet injection
251,246,8,Re-erntrancy,code snippet injection
237,233,7,Re-erntrancy,code snippet injection
221,216,8,Re-erntrancy,code snippet injection
171,168,8,Re-erntrancy,code snippet injection
134,130,10,Re-erntrancy,code snippet injection
124,120,9,Re-erntrancy,code snippet injection
116,111,8,Re-erntrancy,code snippet injection
104,101,9,Re-erntrancy,code snippet injection
96,92,8,Re-erntrancy,code snippet injection
86,83,8,Re-erntrancy,code snippet injection
70,66,8,Re-erntrancy,code snippet injection
57,54,8,Re-erntrancy,code snippet injection
45,42,8,Re-erntrancy,code snippet injection
33,30,8,Re-erntrancy,code snippet injection
300,298,6,Re-erntrancy,code snippet injection
292,287,8,Re-erntrancy,code snippet injection
281,277,9,Re-erntrancy,code snippet injection
272,270,6,Re-erntrancy,code snippet injection
266,262,7,Re-erntrancy,code snippet injection
195,192,8,Re-erntrancy,code snippet injection
186,183,8,Re-erntrancy,code snippet injection
