line,loc,length,bug type,approach
102,98,9,Re+AC0-erntrancy,code snippet injection
113,108,8,Re+AC0-erntrancy,code snippet injection
119,117,6,Re+AC0-erntrancy,code snippet injection
127,124,8,Re+AC0-erntrancy,code snippet injection
136,133,8,Re+AC0-erntrancy,code snippet injection
145,142,8,Re+AC0-erntrancy,code snippet injection
153,150,8,Re+AC0-erntrancy,code snippet injection
163,159,7,Re+AC0-erntrancy,code snippet injection
176,172,8,Re+AC0-erntrancy,code snippet injection
187,184,8,Re+AC0-erntrancy,code snippet injection
197,193,8,Re+AC0-erntrancy,code snippet injection
205,202,9,Re+AC0-erntrancy,code snippet injection
214,211,9,Re+AC0-erntrancy,code snippet injection
232,228,9,Re+AC0-erntrancy,code snippet injection
269,264,8,Re+AC0-erntrancy,code snippet injection
303,299,9,Re+AC0-erntrancy,code snippet injection
316,312,10,Re+AC0-erntrancy,code snippet injection
331,329,5,Re+AC0-erntrancy,code snippet injection
344,341,8,Re+AC0-erntrancy,code snippet injection
361,358,8,Re+AC0-erntrancy,code snippet injection
370,367,8,Re+AC0-erntrancy,code snippet injection
379,376,8,Re+AC0-erntrancy,code snippet injection
393,389,7,Re+AC0-erntrancy,code snippet injection
400,398,6,Re+AC0-erntrancy,code snippet injection
416,411,8,Re+AC0-erntrancy,code snippet injection
429,425,7,Re+AC0-erntrancy,code snippet injection
442,437,8,Re+AC0-erntrancy,code snippet injection
452,449,8,Re+AC0-erntrancy,code snippet injection
464,461,8,Re+AC0-erntrancy,code snippet injection
477,474,8,Re+AC0-erntrancy,code snippet injection
489,486,8,Re+AC0-erntrancy,code snippet injection
500,498,6,Re+AC0-erntrancy,code snippet injection
512,507,8,Re+AC0-erntrancy,code snippet injection
522,520,5,Re+AC0-erntrancy,code snippet injection
541,538,8,Re+AC0-erntrancy,code snippet injection
554,550,10,Re+AC0-erntrancy,code snippet injection
571,567,10,Re+AC0-erntrancy,code snippet injection
