line,loc,length,bug type,approach
183,180,9,Re-erntrancy,code snippet injection
174,170,7,Re-erntrancy,code snippet injection
162,159,8,Re-erntrancy,code snippet injection
442,437,10,Re-erntrancy,code snippet injection
422,418,10,Re-erntrancy,code snippet injection
399,396,8,Re-erntrancy,code snippet injection
377,375,5,Re-erntrancy,code snippet injection
358,353,8,Re-erntrancy,code snippet injection
335,333,6,Re-erntrancy,code snippet injection
314,311,8,Re-erntrancy,code snippet injection
292,289,8,Re-erntrancy,code snippet injection
274,271,8,Re-erntrancy,code snippet injection
256,253,8,Re-erntrancy,code snippet injection
241,236,8,Re-erntrancy,code snippet injection
226,222,7,Re-erntrancy,code snippet injection
73,68,8,Re-erntrancy,code snippet injection
151,148,8,Re-erntrancy,code snippet injection
141,137,10,Re-erntrancy,code snippet injection
129,125,9,Re-erntrancy,code snippet injection
121,116,8,Re-erntrancy,code snippet injection
108,105,9,Re-erntrancy,code snippet injection
100,96,8,Re-erntrancy,code snippet injection
90,87,8,Re-erntrancy,code snippet injection
59,55,8,Re-erntrancy,code snippet injection
