line,loc,length,bug type,approach
440,437,9,Re-erntrancy,code snippet injection
429,425,7,Re-erntrancy,code snippet injection
415,412,8,Re-erntrancy,code snippet injection
401,397,10,Re-erntrancy,code snippet injection
386,382,10,Re-erntrancy,code snippet injection
372,369,8,Re-erntrancy,code snippet injection
362,359,5,Re-erntrancy,code snippet injection
351,346,8,Re-erntrancy,code snippet injection
337,335,6,Re-erntrancy,code snippet injection
325,322,8,Re-erntrancy,code snippet injection
312,309,8,Re-erntrancy,code snippet injection
299,296,8,Re-erntrancy,code snippet injection
286,283,8,Re-erntrancy,code snippet injection
275,270,8,Re-erntrancy,code snippet injection
262,258,7,Re-erntrancy,code snippet injection
250,245,8,Re-erntrancy,code snippet injection
235,232,8,Re-erntrancy,code snippet injection
221,217,10,Re-erntrancy,code snippet injection
207,203,9,Re-erntrancy,code snippet injection
195,190,8,Re-erntrancy,code snippet injection
174,171,9,Re-erntrancy,code snippet injection
159,155,8,Re-erntrancy,code snippet injection
138,135,8,Re-erntrancy,code snippet injection
126,122,8,Re-erntrancy,code snippet injection
112,109,8,Re-erntrancy,code snippet injection
99,96,8,Re-erntrancy,code snippet injection
75,72,8,Re-erntrancy,code snippet injection
60,58,6,Re-erntrancy,code snippet injection
