line,loc,length,bug type,approach
430,427,9,Re-erntrancy,code snippet injection
318,314,7,Re-erntrancy,code snippet injection
61,58,8,Re-erntrancy,code snippet injection
14,10,10,Re-erntrancy,code snippet injection
514,510,10,Re-erntrancy,code snippet injection
497,494,8,Re-erntrancy,code snippet injection
483,481,5,Re-erntrancy,code snippet injection
468,463,8,Re-erntrancy,code snippet injection
413,411,6,Re-erntrancy,code snippet injection
402,399,8,Re-erntrancy,code snippet injection
390,387,8,Re-erntrancy,code snippet injection
346,343,8,Re-erntrancy,code snippet injection
332,329,8,Re-erntrancy,code snippet injection
266,261,8,Re-erntrancy,code snippet injection
235,231,7,Re-erntrancy,code snippet injection
191,186,8,Re-erntrancy,code snippet injection
177,174,8,Re-erntrancy,code snippet injection
164,160,10,Re-erntrancy,code snippet injection
151,147,9,Re-erntrancy,code snippet injection
138,133,8,Re-erntrancy,code snippet injection
121,118,9,Re-erntrancy,code snippet injection
108,104,8,Re-erntrancy,code snippet injection
92,89,8,Re-erntrancy,code snippet injection
79,75,8,Re-erntrancy,code snippet injection
30,27,8,Re-erntrancy,code snippet injection
361,358,8,Re-erntrancy,code snippet injection
307,304,8,Re-erntrancy,code snippet injection
52,50,6,Re-erntrancy,code snippet injection
46,41,8,Re-erntrancy,code snippet injection
