line,loc,length,bug type,approach
28,25,9,Re-erntrancy,code snippet injection
21,17,7,Re-erntrancy,code snippet injection
11,8,8,Re-erntrancy,code snippet injection
300,296,10,Re-erntrancy,code snippet injection
285,281,10,Re-erntrancy,code snippet injection
269,266,8,Re-erntrancy,code snippet injection
257,255,5,Re-erntrancy,code snippet injection
242,237,8,Re-erntrancy,code snippet injection
229,227,6,Re-erntrancy,code snippet injection
215,212,8,Re-erntrancy,code snippet injection
199,196,8,Re-erntrancy,code snippet injection
167,164,8,Re-erntrancy,code snippet injection
138,135,8,Re-erntrancy,code snippet injection
110,105,8,Re-erntrancy,code snippet injection
99,95,7,Re-erntrancy,code snippet injection
91,86,8,Re-erntrancy,code snippet injection
79,76,8,Re-erntrancy,code snippet injection
69,65,10,Re-erntrancy,code snippet injection
59,55,9,Re-erntrancy,code snippet injection
51,46,8,Re-erntrancy,code snippet injection
39,36,9,Re-erntrancy,code snippet injection
