line,loc,length,bug type,approach
259,256,9,Re-erntrancy,code snippet injection
245,241,7,Re-erntrancy,code snippet injection
226,223,8,Re-erntrancy,code snippet injection
193,189,10,Re-erntrancy,code snippet injection
179,175,10,Re-erntrancy,code snippet injection
166,163,8,Re-erntrancy,code snippet injection
132,130,5,Re-erntrancy,code snippet injection
126,121,8,Re-erntrancy,code snippet injection
116,114,6,Re-erntrancy,code snippet injection
108,105,8,Re-erntrancy,code snippet injection
98,95,8,Re-erntrancy,code snippet injection
89,86,8,Re-erntrancy,code snippet injection
79,76,8,Re-erntrancy,code snippet injection
72,67,8,Re-erntrancy,code snippet injection
63,59,7,Re-erntrancy,code snippet injection
54,49,8,Re-erntrancy,code snippet injection
43,40,8,Re-erntrancy,code snippet injection
33,29,10,Re-erntrancy,code snippet injection
