line,loc,length,bug type,approach
320,317,9,Re-erntrancy,code snippet injection
313,309,7,Re-erntrancy,code snippet injection
303,300,8,Re-erntrancy,code snippet injection
66,62,10,Re-erntrancy,code snippet injection
55,51,10,Re-erntrancy,code snippet injection
45,42,8,Re-erntrancy,code snippet injection
38,36,5,Re-erntrancy,code snippet injection
403,398,8,Re-erntrancy,code snippet injection
385,383,6,Re-erntrancy,code snippet injection
365,362,8,Re-erntrancy,code snippet injection
348,345,8,Re-erntrancy,code snippet injection
335,332,8,Re-erntrancy,code snippet injection
281,278,8,Re-erntrancy,code snippet injection
269,264,8,Re-erntrancy,code snippet injection
255,251,7,Re-erntrancy,code snippet injection
241,236,8,Re-erntrancy,code snippet injection
224,221,8,Re-erntrancy,code snippet injection
210,206,10,Re-erntrancy,code snippet injection
196,192,9,Re-erntrancy,code snippet injection
184,179,8,Re-erntrancy,code snippet injection
168,165,9,Re-erntrancy,code snippet injection
156,152,8,Re-erntrancy,code snippet injection
142,139,8,Re-erntrancy,code snippet injection
112,108,8,Re-erntrancy,code snippet injection
98,95,8,Re-erntrancy,code snippet injection
85,82,8,Re-erntrancy,code snippet injection
293,290,8,Re-erntrancy,code snippet injection
30,28,6,Re-erntrancy,code snippet injection
24,19,8,Re-erntrancy,code snippet injection
13,9,9,Re-erntrancy,code snippet injection
