line,loc,length,bug type,approach
940,937,9,Re-erntrancy,code snippet injection
931,927,7,Re-erntrancy,code snippet injection
835,832,8,Re-erntrancy,code snippet injection
825,821,10,Re-erntrancy,code snippet injection
726,722,10,Re-erntrancy,code snippet injection
716,713,8,Re-erntrancy,code snippet injection
1040,1038,5,Re-erntrancy,code snippet injection
1030,1025,8,Re-erntrancy,code snippet injection
1009,1007,6,Re-erntrancy,code snippet injection
996,993,8,Re-erntrancy,code snippet injection
970,967,8,Re-erntrancy,code snippet injection
957,954,8,Re-erntrancy,code snippet injection
918,915,8,Re-erntrancy,code snippet injection
907,902,8,Re-erntrancy,code snippet injection
894,890,7,Re-erntrancy,code snippet injection
883,878,8,Re-erntrancy,code snippet injection
869,866,8,Re-erntrancy,code snippet injection
851,847,10,Re-erntrancy,code snippet injection
811,807,9,Re-erntrancy,code snippet injection
799,794,8,Re-erntrancy,code snippet injection
783,780,9,Re-erntrancy,code snippet injection
772,768,8,Re-erntrancy,code snippet injection
759,756,8,Re-erntrancy,code snippet injection
743,739,8,Re-erntrancy,code snippet injection
679,676,8,Re-erntrancy,code snippet injection
651,648,8,Re-erntrancy,code snippet injection
626,623,8,Re-erntrancy,code snippet injection
609,607,6,Re-erntrancy,code snippet injection
587,582,8,Re-erntrancy,code snippet injection
555,551,9,Re-erntrancy,code snippet injection
525,523,6,Re-erntrancy,code snippet injection
498,494,7,Re-erntrancy,code snippet injection
472,469,8,Re-erntrancy,code snippet injection
457,454,8,Re-erntrancy,code snippet injection
444,441,8,Re-erntrancy,code snippet injection
432,430,5,Re-erntrancy,code snippet injection
411,407,9,Re-erntrancy,code snippet injection
399,395,7,Re-erntrancy,code snippet injection
377,374,8,Re-erntrancy,code snippet injection
356,353,8,Re-erntrancy,code snippet injection
340,338,5,Re-erntrancy,code snippet injection
330,325,8,Re-erntrancy,code snippet injection
