line,loc,length,bug type,approach
289,286,10,Overflow-Underflow,code snippet injection
283,281,4,Overflow-Underflow,code snippet injection
278,276,4,Overflow-Underflow,code snippet injection
57,54,10,Overflow-Underflow,code snippet injection
51,49,4,Overflow-Underflow,code snippet injection
46,44,4,Overflow-Underflow,code snippet injection
41,39,4,Overflow-Underflow,code snippet injection
367,365,4,Overflow-Underflow,code snippet injection
353,351,4,Overflow-Underflow,code snippet injection
332,329,8,Overflow-Underflow,code snippet injection
333,329,8,Overflow-Underflow,code snippet injection
334,329,8,Overflow-Underflow,code snippet injection
314,311,8,Overflow-Underflow,code snippet injection
315,311,8,Overflow-Underflow,code snippet injection
316,311,8,Overflow-Underflow,code snippet injection
304,302,4,Overflow-Underflow,code snippet injection
259,257,4,Overflow-Underflow,code snippet injection
249,247,4,Overflow-Underflow,code snippet injection
236,233,8,Overflow-Underflow,code snippet injection
237,233,8,Overflow-Underflow,code snippet injection
238,233,8,Overflow-Underflow,code snippet injection
224,222,4,Overflow-Underflow,code snippet injection
213,211,4,Overflow-Underflow,code snippet injection
201,198,8,Overflow-Underflow,code snippet injection
202,198,8,Overflow-Underflow,code snippet injection
203,198,8,Overflow-Underflow,code snippet injection
191,189,4,Overflow-Underflow,code snippet injection
177,174,10,Overflow-Underflow,code snippet injection
162,159,10,Overflow-Underflow,code snippet injection
152,150,4,Overflow-Underflow,code snippet injection
138,135,10,Overflow-Underflow,code snippet injection
105,102,10,Overflow-Underflow,code snippet injection
92,89,8,Overflow-Underflow,code snippet injection
93,89,8,Overflow-Underflow,code snippet injection
94,89,8,Overflow-Underflow,code snippet injection
77,74,10,Overflow-Underflow,code snippet injection
272,270,4,Overflow-Underflow,code snippet injection
267,265,4,Overflow-Underflow,code snippet injection
32,29,8,Overflow-Underflow,code snippet injection
33,29,8,Overflow-Underflow,code snippet injection
34,29,8,Overflow-Underflow,code snippet injection
23,20,8,Overflow-Underflow,code snippet injection
24,20,8,Overflow-Underflow,code snippet injection
25,20,8,Overflow-Underflow,code snippet injection
12,9,10,Overflow-Underflow,code snippet injection
