line,loc,length,bug type,approach
261,258,10,Overflow-Underflow,code snippet injection
255,253,4,Overflow-Underflow,code snippet injection
250,248,4,Overflow-Underflow,code snippet injection
105,102,10,Overflow-Underflow,code snippet injection
46,44,4,Overflow-Underflow,code snippet injection
509,507,4,Overflow-Underflow,code snippet injection
495,493,4,Overflow-Underflow,code snippet injection
484,482,4,Overflow-Underflow,code snippet injection
472,470,4,Overflow-Underflow,code snippet injection
461,458,8,Overflow-Underflow,code snippet injection
462,458,8,Overflow-Underflow,code snippet injection
463,458,8,Overflow-Underflow,code snippet injection
397,394,8,Overflow-Underflow,code snippet injection
398,394,8,Overflow-Underflow,code snippet injection
399,394,8,Overflow-Underflow,code snippet injection
384,382,4,Overflow-Underflow,code snippet injection
365,363,4,Overflow-Underflow,code snippet injection
343,341,4,Overflow-Underflow,code snippet injection
328,325,8,Overflow-Underflow,code snippet injection
329,325,8,Overflow-Underflow,code snippet injection
330,325,8,Overflow-Underflow,code snippet injection
314,312,4,Overflow-Underflow,code snippet injection
306,304,4,Overflow-Underflow,code snippet injection
296,293,8,Overflow-Underflow,code snippet injection
297,293,8,Overflow-Underflow,code snippet injection
298,293,8,Overflow-Underflow,code snippet injection
289,287,4,Overflow-Underflow,code snippet injection
182,179,10,Overflow-Underflow,code snippet injection
163,160,10,Overflow-Underflow,code snippet injection
126,124,4,Overflow-Underflow,code snippet injection
76,73,10,Overflow-Underflow,code snippet injection
56,53,10,Overflow-Underflow,code snippet injection
440,437,8,Overflow-Underflow,code snippet injection
441,437,8,Overflow-Underflow,code snippet injection
442,437,8,Overflow-Underflow,code snippet injection
234,231,10,Overflow-Underflow,code snippet injection
228,226,4,Overflow-Underflow,code snippet injection
223,221,4,Overflow-Underflow,code snippet injection
215,212,8,Overflow-Underflow,code snippet injection
216,212,8,Overflow-Underflow,code snippet injection
217,212,8,Overflow-Underflow,code snippet injection
95,92,8,Overflow-Underflow,code snippet injection
96,92,8,Overflow-Underflow,code snippet injection
97,92,8,Overflow-Underflow,code snippet injection
35,32,10,Overflow-Underflow,code snippet injection
