line,loc,length,bug type,approach
350,347,10,Overflow-Underflow,code snippet injection
152,150,4,Overflow-Underflow,code snippet injection
145,143,4,Overflow-Underflow,code snippet injection
133,130,10,Overflow-Underflow,code snippet injection
22,20,4,Overflow-Underflow,code snippet injection
452,450,4,Overflow-Underflow,code snippet injection
439,437,4,Overflow-Underflow,code snippet injection
429,427,4,Overflow-Underflow,code snippet injection
417,415,4,Overflow-Underflow,code snippet injection
402,399,8,Overflow-Underflow,code snippet injection
403,399,8,Overflow-Underflow,code snippet injection
404,399,8,Overflow-Underflow,code snippet injection
384,381,8,Overflow-Underflow,code snippet injection
385,381,8,Overflow-Underflow,code snippet injection
386,381,8,Overflow-Underflow,code snippet injection
367,365,4,Overflow-Underflow,code snippet injection
307,305,4,Overflow-Underflow,code snippet injection
285,283,4,Overflow-Underflow,code snippet injection
259,256,8,Overflow-Underflow,code snippet injection
260,256,8,Overflow-Underflow,code snippet injection
261,256,8,Overflow-Underflow,code snippet injection
239,237,4,Overflow-Underflow,code snippet injection
219,217,4,Overflow-Underflow,code snippet injection
199,196,8,Overflow-Underflow,code snippet injection
200,196,8,Overflow-Underflow,code snippet injection
201,196,8,Overflow-Underflow,code snippet injection
173,171,4,Overflow-Underflow,code snippet injection
65,62,10,Overflow-Underflow,code snippet injection
37,34,10,Overflow-Underflow,code snippet injection
342,340,4,Overflow-Underflow,code snippet injection
331,328,10,Overflow-Underflow,code snippet injection
320,317,10,Overflow-Underflow,code snippet injection
122,119,8,Overflow-Underflow,code snippet injection
123,119,8,Overflow-Underflow,code snippet injection
124,119,8,Overflow-Underflow,code snippet injection
111,108,10,Overflow-Underflow,code snippet injection
103,101,4,Overflow-Underflow,code snippet injection
97,95,4,Overflow-Underflow,code snippet injection
89,86,8,Overflow-Underflow,code snippet injection
90,86,8,Overflow-Underflow,code snippet injection
91,86,8,Overflow-Underflow,code snippet injection
80,77,8,Overflow-Underflow,code snippet injection
81,77,8,Overflow-Underflow,code snippet injection
82,77,8,Overflow-Underflow,code snippet injection
11,8,10,Overflow-Underflow,code snippet injection
