line,loc,length,bug type,approach
394,391,10,Overflow-Underflow,code snippet injection
291,289,4,Overflow-Underflow,code snippet injection
58,56,4,Overflow-Underflow,code snippet injection
13,10,10,Overflow-Underflow,code snippet injection
468,466,4,Overflow-Underflow,code snippet injection
456,454,4,Overflow-Underflow,code snippet injection
444,442,4,Overflow-Underflow,code snippet injection
430,428,4,Overflow-Underflow,code snippet injection
379,377,4,Overflow-Underflow,code snippet injection
368,365,8,Overflow-Underflow,code snippet injection
369,365,8,Overflow-Underflow,code snippet injection
370,365,8,Overflow-Underflow,code snippet injection
356,353,8,Overflow-Underflow,code snippet injection
357,353,8,Overflow-Underflow,code snippet injection
358,353,8,Overflow-Underflow,code snippet injection
313,311,4,Overflow-Underflow,code snippet injection
303,301,4,Overflow-Underflow,code snippet injection
246,244,4,Overflow-Underflow,code snippet injection
216,213,8,Overflow-Underflow,code snippet injection
217,213,8,Overflow-Underflow,code snippet injection
218,213,8,Overflow-Underflow,code snippet injection
174,172,4,Overflow-Underflow,code snippet injection
166,164,4,Overflow-Underflow,code snippet injection
155,152,8,Overflow-Underflow,code snippet injection
156,152,8,Overflow-Underflow,code snippet injection
157,152,8,Overflow-Underflow,code snippet injection
146,144,4,Overflow-Underflow,code snippet injection
131,128,10,Overflow-Underflow,code snippet injection
115,112,10,Overflow-Underflow,code snippet injection
104,102,4,Overflow-Underflow,code snippet injection
88,85,10,Overflow-Underflow,code snippet injection
72,69,10,Overflow-Underflow,code snippet injection
30,27,8,Overflow-Underflow,code snippet injection
31,27,8,Overflow-Underflow,code snippet injection
32,27,8,Overflow-Underflow,code snippet injection
325,322,10,Overflow-Underflow,code snippet injection
285,283,4,Overflow-Underflow,code snippet injection
52,50,4,Overflow-Underflow,code snippet injection
44,41,8,Overflow-Underflow,code snippet injection
45,41,8,Overflow-Underflow,code snippet injection
46,41,8,Overflow-Underflow,code snippet injection
