line,loc,length,bug type,approach
21,18,10,Overflow-Underflow,code snippet injection
15,13,4,Overflow-Underflow,code snippet injection
10,8,4,Overflow-Underflow,code snippet injection
253,250,10,Overflow-Underflow,code snippet injection
243,241,4,Overflow-Underflow,code snippet injection
232,230,4,Overflow-Underflow,code snippet injection
222,220,4,Overflow-Underflow,code snippet injection
208,206,4,Overflow-Underflow,code snippet injection
200,198,4,Overflow-Underflow,code snippet injection
186,183,8,Overflow-Underflow,code snippet injection
187,183,8,Overflow-Underflow,code snippet injection
188,183,8,Overflow-Underflow,code snippet injection
170,167,8,Overflow-Underflow,code snippet injection
171,167,8,Overflow-Underflow,code snippet injection
172,167,8,Overflow-Underflow,code snippet injection
141,139,4,Overflow-Underflow,code snippet injection
116,114,4,Overflow-Underflow,code snippet injection
90,88,4,Overflow-Underflow,code snippet injection
80,77,8,Overflow-Underflow,code snippet injection
81,77,8,Overflow-Underflow,code snippet injection
82,77,8,Overflow-Underflow,code snippet injection
74,72,4,Overflow-Underflow,code snippet injection
68,66,4,Overflow-Underflow,code snippet injection
60,57,8,Overflow-Underflow,code snippet injection
61,57,8,Overflow-Underflow,code snippet injection
62,57,8,Overflow-Underflow,code snippet injection
54,52,4,Overflow-Underflow,code snippet injection
44,41,10,Overflow-Underflow,code snippet injection
33,30,10,Overflow-Underflow,code snippet injection
