line,loc,length,bug type,approach
73,70,10,Overflow-Underflow,code snippet injection
65,63,4,Overflow-Underflow,code snippet injection
58,56,4,Overflow-Underflow,code snippet injection
253,250,10,Overflow-Underflow,code snippet injection
230,228,4,Overflow-Underflow,code snippet injection
211,209,4,Overflow-Underflow,code snippet injection
188,186,4,Overflow-Underflow,code snippet injection
169,167,4,Overflow-Underflow,code snippet injection
149,147,4,Overflow-Underflow,code snippet injection
129,126,8,Overflow-Underflow,code snippet injection
130,126,8,Overflow-Underflow,code snippet injection
131,126,8,Overflow-Underflow,code snippet injection
100,97,8,Overflow-Underflow,code snippet injection
101,97,8,Overflow-Underflow,code snippet injection
102,97,8,Overflow-Underflow,code snippet injection
51,49,4,Overflow-Underflow,code snippet injection
46,44,4,Overflow-Underflow,code snippet injection
39,37,4,Overflow-Underflow,code snippet injection
30,27,8,Overflow-Underflow,code snippet injection
31,27,8,Overflow-Underflow,code snippet injection
32,27,8,Overflow-Underflow,code snippet injection
24,22,4,Overflow-Underflow,code snippet injection
19,17,4,Overflow-Underflow,code snippet injection
