line,loc,length,bug type,approach
248,245,10,Overflow-Underflow,code snippet injection
107,105,4,Overflow-Underflow,code snippet injection
303,301,4,Overflow-Underflow,code snippet injection
288,285,10,Overflow-Underflow,code snippet injection
263,261,4,Overflow-Underflow,code snippet injection
214,212,4,Overflow-Underflow,code snippet injection
183,181,4,Overflow-Underflow,code snippet injection
170,168,4,Overflow-Underflow,code snippet injection
158,156,4,Overflow-Underflow,code snippet injection
136,133,8,Overflow-Underflow,code snippet injection
137,133,8,Overflow-Underflow,code snippet injection
138,133,8,Overflow-Underflow,code snippet injection
121,118,8,Overflow-Underflow,code snippet injection
122,118,8,Overflow-Underflow,code snippet injection
123,118,8,Overflow-Underflow,code snippet injection
241,239,4,Overflow-Underflow,code snippet injection
236,234,4,Overflow-Underflow,code snippet injection
203,201,4,Overflow-Underflow,code snippet injection
98,95,8,Overflow-Underflow,code snippet injection
99,95,8,Overflow-Underflow,code snippet injection
100,95,8,Overflow-Underflow,code snippet injection
