line,loc,length,bug type,approach
298,295,10,Overflow-Underflow,code snippet injection
155,153,4,Overflow-Underflow,code snippet injection
122,120,4,Overflow-Underflow,code snippet injection
108,105,10,Overflow-Underflow,code snippet injection
667,665,4,Overflow-Underflow,code snippet injection
655,653,4,Overflow-Underflow,code snippet injection
643,641,4,Overflow-Underflow,code snippet injection
626,624,4,Overflow-Underflow,code snippet injection
613,611,4,Overflow-Underflow,code snippet injection
584,581,8,Overflow-Underflow,code snippet injection
585,581,8,Overflow-Underflow,code snippet injection
586,581,8,Overflow-Underflow,code snippet injection
561,558,8,Overflow-Underflow,code snippet injection
562,558,8,Overflow-Underflow,code snippet injection
563,558,8,Overflow-Underflow,code snippet injection
533,531,4,Overflow-Underflow,code snippet injection
521,519,4,Overflow-Underflow,code snippet injection
509,507,4,Overflow-Underflow,code snippet injection
495,492,8,Overflow-Underflow,code snippet injection
496,492,8,Overflow-Underflow,code snippet injection
497,492,8,Overflow-Underflow,code snippet injection
484,482,4,Overflow-Underflow,code snippet injection
472,470,4,Overflow-Underflow,code snippet injection
461,458,8,Overflow-Underflow,code snippet injection
462,458,8,Overflow-Underflow,code snippet injection
463,458,8,Overflow-Underflow,code snippet injection
451,449,4,Overflow-Underflow,code snippet injection
437,434,10,Overflow-Underflow,code snippet injection
395,392,10,Overflow-Underflow,code snippet injection
369,367,4,Overflow-Underflow,code snippet injection
335,332,10,Overflow-Underflow,code snippet injection
199,196,10,Overflow-Underflow,code snippet injection
184,181,8,Overflow-Underflow,code snippet injection
185,181,8,Overflow-Underflow,code snippet injection
186,181,8,Overflow-Underflow,code snippet injection
165,162,10,Overflow-Underflow,code snippet injection
139,137,4,Overflow-Underflow,code snippet injection
107,105,4,Overflow-Underflow,code snippet injection
99,96,8,Overflow-Underflow,code snippet injection
100,96,8,Overflow-Underflow,code snippet injection
101,96,8,Overflow-Underflow,code snippet injection
90,87,8,Overflow-Underflow,code snippet injection
91,87,8,Overflow-Underflow,code snippet injection
92,87,8,Overflow-Underflow,code snippet injection
79,76,10,Overflow-Underflow,code snippet injection
70,67,8,Overflow-Underflow,code snippet injection
71,67,8,Overflow-Underflow,code snippet injection
72,67,8,Overflow-Underflow,code snippet injection
64,62,4,Overflow-Underflow,code snippet injection
291,289,4,Overflow-Underflow,code snippet injection
281,278,10,Overflow-Underflow,code snippet injection
274,272,4,Overflow-Underflow,code snippet injection
269,267,4,Overflow-Underflow,code snippet injection
261,258,8,Overflow-Underflow,code snippet injection
262,258,8,Overflow-Underflow,code snippet injection
263,258,8,Overflow-Underflow,code snippet injection
250,247,10,Overflow-Underflow,code snippet injection
241,238,8,Overflow-Underflow,code snippet injection
242,238,8,Overflow-Underflow,code snippet injection
243,238,8,Overflow-Underflow,code snippet injection
