line,loc,length,bug type,approach
161,158,10,Overflow-Underflow,code snippet injection
109,107,4,Overflow-Underflow,code snippet injection
104,102,4,Overflow-Underflow,code snippet injection
429,426,10,Overflow-Underflow,code snippet injection
416,414,4,Overflow-Underflow,code snippet injection
399,397,4,Overflow-Underflow,code snippet injection
386,384,4,Overflow-Underflow,code snippet injection
364,362,4,Overflow-Underflow,code snippet injection
345,343,4,Overflow-Underflow,code snippet injection
327,324,8,Overflow-Underflow,code snippet injection
328,324,8,Overflow-Underflow,code snippet injection
329,324,8,Overflow-Underflow,code snippet injection
312,309,8,Overflow-Underflow,code snippet injection
313,309,8,Overflow-Underflow,code snippet injection
314,309,8,Overflow-Underflow,code snippet injection
294,292,4,Overflow-Underflow,code snippet injection
282,280,4,Overflow-Underflow,code snippet injection
270,268,4,Overflow-Underflow,code snippet injection
199,196,8,Overflow-Underflow,code snippet injection
200,196,8,Overflow-Underflow,code snippet injection
201,196,8,Overflow-Underflow,code snippet injection
188,186,4,Overflow-Underflow,code snippet injection
175,173,4,Overflow-Underflow,code snippet injection
125,122,8,Overflow-Underflow,code snippet injection
126,122,8,Overflow-Underflow,code snippet injection
127,122,8,Overflow-Underflow,code snippet injection
99,97,4,Overflow-Underflow,code snippet injection
89,86,10,Overflow-Underflow,code snippet injection
78,75,10,Overflow-Underflow,code snippet injection
72,70,4,Overflow-Underflow,code snippet injection
62,59,10,Overflow-Underflow,code snippet injection
51,48,10,Overflow-Underflow,code snippet injection
249,246,8,Overflow-Underflow,code snippet injection
250,246,8,Overflow-Underflow,code snippet injection
251,246,8,Overflow-Underflow,code snippet injection
236,233,10,Overflow-Underflow,code snippet injection
230,228,4,Overflow-Underflow,code snippet injection
225,223,4,Overflow-Underflow,code snippet injection
217,214,8,Overflow-Underflow,code snippet injection
218,214,8,Overflow-Underflow,code snippet injection
219,214,8,Overflow-Underflow,code snippet injection
151,148,8,Overflow-Underflow,code snippet injection
152,148,8,Overflow-Underflow,code snippet injection
153,148,8,Overflow-Underflow,code snippet injection
140,137,10,Overflow-Underflow,code snippet injection
