line,loc,length,bug type,approach
331,328,10,Overflow-Underflow,code snippet injection
484,482,4,Overflow-Underflow,code snippet injection
475,473,4,Overflow-Underflow,code snippet injection
460,457,10,Overflow-Underflow,code snippet injection
446,444,4,Overflow-Underflow,code snippet injection
437,435,4,Overflow-Underflow,code snippet injection
404,402,4,Overflow-Underflow,code snippet injection
386,384,4,Overflow-Underflow,code snippet injection
375,373,4,Overflow-Underflow,code snippet injection
363,360,8,Overflow-Underflow,code snippet injection
364,360,8,Overflow-Underflow,code snippet injection
365,360,8,Overflow-Underflow,code snippet injection
350,347,8,Overflow-Underflow,code snippet injection
351,347,8,Overflow-Underflow,code snippet injection
352,347,8,Overflow-Underflow,code snippet injection
227,225,4,Overflow-Underflow,code snippet injection
213,211,4,Overflow-Underflow,code snippet injection
205,203,4,Overflow-Underflow,code snippet injection
194,191,8,Overflow-Underflow,code snippet injection
195,191,8,Overflow-Underflow,code snippet injection
196,191,8,Overflow-Underflow,code snippet injection
175,173,4,Overflow-Underflow,code snippet injection
160,158,4,Overflow-Underflow,code snippet injection
148,145,8,Overflow-Underflow,code snippet injection
149,145,8,Overflow-Underflow,code snippet injection
150,145,8,Overflow-Underflow,code snippet injection
66,64,4,Overflow-Underflow,code snippet injection
56,53,10,Overflow-Underflow,code snippet injection
45,42,10,Overflow-Underflow,code snippet injection
37,35,4,Overflow-Underflow,code snippet injection
27,24,10,Overflow-Underflow,code snippet injection
16,13,10,Overflow-Underflow,code snippet injection
315,312,8,Overflow-Underflow,code snippet injection
316,312,8,Overflow-Underflow,code snippet injection
317,312,8,Overflow-Underflow,code snippet injection
302,299,10,Overflow-Underflow,code snippet injection
296,294,4,Overflow-Underflow,code snippet injection
288,286,4,Overflow-Underflow,code snippet injection
279,276,8,Overflow-Underflow,code snippet injection
280,276,8,Overflow-Underflow,code snippet injection
281,276,8,Overflow-Underflow,code snippet injection
269,266,8,Overflow-Underflow,code snippet injection
270,266,8,Overflow-Underflow,code snippet injection
271,266,8,Overflow-Underflow,code snippet injection
256,253,10,Overflow-Underflow,code snippet injection
245,242,8,Overflow-Underflow,code snippet injection
246,242,8,Overflow-Underflow,code snippet injection
247,242,8,Overflow-Underflow,code snippet injection
235,233,4,Overflow-Underflow,code snippet injection
129,127,4,Overflow-Underflow,code snippet injection
118,115,10,Overflow-Underflow,code snippet injection
111,109,4,Overflow-Underflow,code snippet injection
106,104,4,Overflow-Underflow,code snippet injection
97,94,8,Overflow-Underflow,code snippet injection
98,94,8,Overflow-Underflow,code snippet injection
99,94,8,Overflow-Underflow,code snippet injection
86,83,10,Overflow-Underflow,code snippet injection
77,74,8,Overflow-Underflow,code snippet injection
78,74,8,Overflow-Underflow,code snippet injection
79,74,8,Overflow-Underflow,code snippet injection
