line,loc,length,bug type,approach
1000,997,10,Overflow-Underflow,code snippet injection
984,982,4,Overflow-Underflow,code snippet injection
943,941,4,Overflow-Underflow,code snippet injection
927,924,10,Overflow-Underflow,code snippet injection
871,869,4,Overflow-Underflow,code snippet injection
846,844,4,Overflow-Underflow,code snippet injection
821,819,4,Overflow-Underflow,code snippet injection
796,794,4,Overflow-Underflow,code snippet injection
787,785,4,Overflow-Underflow,code snippet injection
762,759,8,Overflow-Underflow,code snippet injection
763,759,8,Overflow-Underflow,code snippet injection
764,759,8,Overflow-Underflow,code snippet injection
744,741,8,Overflow-Underflow,code snippet injection
745,741,8,Overflow-Underflow,code snippet injection
746,741,8,Overflow-Underflow,code snippet injection
730,728,4,Overflow-Underflow,code snippet injection
717,715,4,Overflow-Underflow,code snippet injection
690,688,4,Overflow-Underflow,code snippet injection
662,659,8,Overflow-Underflow,code snippet injection
663,659,8,Overflow-Underflow,code snippet injection
664,659,8,Overflow-Underflow,code snippet injection
598,596,4,Overflow-Underflow,code snippet injection
585,583,4,Overflow-Underflow,code snippet injection
569,566,8,Overflow-Underflow,code snippet injection
570,566,8,Overflow-Underflow,code snippet injection
571,566,8,Overflow-Underflow,code snippet injection
555,553,4,Overflow-Underflow,code snippet injection
532,529,10,Overflow-Underflow,code snippet injection
490,487,10,Overflow-Underflow,code snippet injection
457,455,4,Overflow-Underflow,code snippet injection
435,432,10,Overflow-Underflow,code snippet injection
421,418,10,Overflow-Underflow,code snippet injection
403,400,8,Overflow-Underflow,code snippet injection
404,400,8,Overflow-Underflow,code snippet injection
405,400,8,Overflow-Underflow,code snippet injection
369,366,10,Overflow-Underflow,code snippet injection
354,352,4,Overflow-Underflow,code snippet injection
331,329,4,Overflow-Underflow,code snippet injection
323,320,8,Overflow-Underflow,code snippet injection
324,320,8,Overflow-Underflow,code snippet injection
325,320,8,Overflow-Underflow,code snippet injection
314,311,8,Overflow-Underflow,code snippet injection
315,311,8,Overflow-Underflow,code snippet injection
316,311,8,Overflow-Underflow,code snippet injection
303,300,10,Overflow-Underflow,code snippet injection
294,291,8,Overflow-Underflow,code snippet injection
295,291,8,Overflow-Underflow,code snippet injection
296,291,8,Overflow-Underflow,code snippet injection
287,285,4,Overflow-Underflow,code snippet injection
282,280,4,Overflow-Underflow,code snippet injection
272,269,10,Overflow-Underflow,code snippet injection
266,264,4,Overflow-Underflow,code snippet injection
261,259,4,Overflow-Underflow,code snippet injection
253,250,8,Overflow-Underflow,code snippet injection
254,250,8,Overflow-Underflow,code snippet injection
255,250,8,Overflow-Underflow,code snippet injection
242,239,10,Overflow-Underflow,code snippet injection
233,230,8,Overflow-Underflow,code snippet injection
234,230,8,Overflow-Underflow,code snippet injection
235,230,8,Overflow-Underflow,code snippet injection
