line,loc,length,bug type,approach
278,275,10,Overflow-Underflow,code snippet injection
272,270,4,Overflow-Underflow,code snippet injection
267,265,4,Overflow-Underflow,code snippet injection
51,48,10,Overflow-Underflow,code snippet injection
45,43,4,Overflow-Underflow,code snippet injection
40,38,4,Overflow-Underflow,code snippet injection
35,33,4,Overflow-Underflow,code snippet injection
353,351,4,Overflow-Underflow,code snippet injection
340,338,4,Overflow-Underflow,code snippet injection
320,317,8,Overflow-Underflow,code snippet injection
321,317,8,Overflow-Underflow,code snippet injection
322,317,8,Overflow-Underflow,code snippet injection
303,300,8,Overflow-Underflow,code snippet injection
304,300,8,Overflow-Underflow,code snippet injection
305,300,8,Overflow-Underflow,code snippet injection
293,291,4,Overflow-Underflow,code snippet injection
253,251,4,Overflow-Underflow,code snippet injection
243,241,4,Overflow-Underflow,code snippet injection
230,227,8,Overflow-Underflow,code snippet injection
231,227,8,Overflow-Underflow,code snippet injection
232,227,8,Overflow-Underflow,code snippet injection
218,216,4,Overflow-Underflow,code snippet injection
207,205,4,Overflow-Underflow,code snippet injection
195,192,8,Overflow-Underflow,code snippet injection
196,192,8,Overflow-Underflow,code snippet injection
197,192,8,Overflow-Underflow,code snippet injection
185,183,4,Overflow-Underflow,code snippet injection
171,168,10,Overflow-Underflow,code snippet injection
156,153,10,Overflow-Underflow,code snippet injection
146,144,4,Overflow-Underflow,code snippet injection
132,129,10,Overflow-Underflow,code snippet injection
99,96,10,Overflow-Underflow,code snippet injection
86,83,8,Overflow-Underflow,code snippet injection
87,83,8,Overflow-Underflow,code snippet injection
88,83,8,Overflow-Underflow,code snippet injection
71,68,10,Overflow-Underflow,code snippet injection
261,259,4,Overflow-Underflow,code snippet injection
29,27,4,Overflow-Underflow,code snippet injection
21,18,8,Overflow-Underflow,code snippet injection
22,18,8,Overflow-Underflow,code snippet injection
23,18,8,Overflow-Underflow,code snippet injection
12,9,8,Overflow-Underflow,code snippet injection
13,9,8,Overflow-Underflow,code snippet injection
14,9,8,Overflow-Underflow,code snippet injection
