line,loc,length,bug type,approach
84,81,10,Overflow-Underflow,code snippet injection
78,76,4,Overflow-Underflow,code snippet injection
205,203,4,Overflow-Underflow,code snippet injection
192,189,10,Overflow-Underflow,code snippet injection
181,179,4,Overflow-Underflow,code snippet injection
173,171,4,Overflow-Underflow,code snippet injection
157,155,4,Overflow-Underflow,code snippet injection
145,143,4,Overflow-Underflow,code snippet injection
72,70,4,Overflow-Underflow,code snippet injection
60,57,8,Overflow-Underflow,code snippet injection
61,57,8,Overflow-Underflow,code snippet injection
62,57,8,Overflow-Underflow,code snippet injection
48,43,8,Overflow-Underflow,code snippet injection
47,43,8,Overflow-Underflow,code snippet injection
46,43,8,Overflow-Underflow,code snippet injection
34,32,4,Overflow-Underflow,code snippet injection
24,22,4,Overflow-Underflow,code snippet injection
132,130,4,Overflow-Underflow,code snippet injection
124,121,8,Overflow-Underflow,code snippet injection
125,121,8,Overflow-Underflow,code snippet injection
126,121,8,Overflow-Underflow,code snippet injection
118,116,4,Overflow-Underflow,code snippet injection
107,105,4,Overflow-Underflow,code snippet injection
99,96,8,Overflow-Underflow,code snippet injection
100,96,8,Overflow-Underflow,code snippet injection
101,96,8,Overflow-Underflow,code snippet injection

