line,loc,length,bug type,approach
203,200,10,Overflow-Underflow,code snippet injection
197,195,4,Overflow-Underflow,code snippet injection
272,270,4,Overflow-Underflow,code snippet injection
256,253,10,Overflow-Underflow,code snippet injection
189,187,4,Overflow-Underflow,code snippet injection
176,174,4,Overflow-Underflow,code snippet injection
161,159,4,Overflow-Underflow,code snippet injection
143,141,4,Overflow-Underflow,code snippet injection
127,125,4,Overflow-Underflow,code snippet injection
76,73,8,Overflow-Underflow,code snippet injection
77,73,8,Overflow-Underflow,code snippet injection
78,73,8,Overflow-Underflow,code snippet injection
67,64,8,Overflow-Underflow,code snippet injection
68,64,8,Overflow-Underflow,code snippet injection
69,64,8,Overflow-Underflow,code snippet injection
61,59,4,Overflow-Underflow,code snippet injection
56,54,4,Overflow-Underflow,code snippet injection
51,49,4,Overflow-Underflow,code snippet injection
240,237,8,Overflow-Underflow,code snippet injection
241,237,8,Overflow-Underflow,code snippet injection
242,237,8,Overflow-Underflow,code snippet injection
234,232,4,Overflow-Underflow,code snippet injection
229,227,4,Overflow-Underflow,code snippet injection
221,218,8,Overflow-Underflow,code snippet injection
222,218,8,Overflow-Underflow,code snippet injection
223,218,8,Overflow-Underflow,code snippet injection
114,112,4,Overflow-Underflow,code snippet injection
104,101,10,Overflow-Underflow,code snippet injection
93,90,10,Overflow-Underflow,code snippet injection
