line,loc,length,bug type,approach
374,371,10,Overflow-Underflow,code snippet injection
363,361,4,Overflow-Underflow,code snippet injection
351,349,4,Overflow-Underflow,code snippet injection
338,335,10,Overflow-Underflow,code snippet injection
327,325,4,Overflow-Underflow,code snippet injection
316,314,4,Overflow-Underflow,code snippet injection
305,303,4,Overflow-Underflow,code snippet injection
280,278,4,Overflow-Underflow,code snippet injection
269,267,4,Overflow-Underflow,code snippet injection
256,253,8,Overflow-Underflow,code snippet injection
257,253,8,Overflow-Underflow,code snippet injection
258,253,8,Overflow-Underflow,code snippet injection
231,228,8,Overflow-Underflow,code snippet injection
232,228,8,Overflow-Underflow,code snippet injection
233,228,8,Overflow-Underflow,code snippet injection
220,218,4,Overflow-Underflow,code snippet injection
212,210,4,Overflow-Underflow,code snippet injection
204,202,4,Overflow-Underflow,code snippet injection
193,190,8,Overflow-Underflow,code snippet injection
194,190,8,Overflow-Underflow,code snippet injection
195,190,8,Overflow-Underflow,code snippet injection
109,107,4,Overflow-Underflow,code snippet injection
101,99,4,Overflow-Underflow,code snippet injection
90,87,8,Overflow-Underflow,code snippet injection
91,87,8,Overflow-Underflow,code snippet injection
92,87,8,Overflow-Underflow,code snippet injection
81,79,4,Overflow-Underflow,code snippet injection
178,175,10,Overflow-Underflow,code snippet injection
167,164,10,Overflow-Underflow,code snippet injection
161,159,4,Overflow-Underflow,code snippet injection
151,148,10,Overflow-Underflow,code snippet injection
140,137,10,Overflow-Underflow,code snippet injection
130,127,8,Overflow-Underflow,code snippet injection
131,127,8,Overflow-Underflow,code snippet injection
132,127,8,Overflow-Underflow,code snippet injection
119,116,10,Overflow-Underflow,code snippet injection
70,68,4,Overflow-Underflow,code snippet injection
65,63,4,Overflow-Underflow,code snippet injection
57,54,8,Overflow-Underflow,code snippet injection
58,54,8,Overflow-Underflow,code snippet injection
59,54,8,Overflow-Underflow,code snippet injection
