line,loc,length,bug type,approach
155,152,10,Overflow-Underflow,code snippet injection
148,146,4,Overflow-Underflow,code snippet injection
142,140,4,Overflow-Underflow,code snippet injection
392,389,10,Overflow-Underflow,code snippet injection
383,381,4,Overflow-Underflow,code snippet injection
371,369,4,Overflow-Underflow,code snippet injection
359,357,4,Overflow-Underflow,code snippet injection
345,343,4,Overflow-Underflow,code snippet injection
333,331,4,Overflow-Underflow,code snippet injection
236,233,8,Overflow-Underflow,code snippet injection
237,233,8,Overflow-Underflow,code snippet injection
238,233,8,Overflow-Underflow,code snippet injection
219,216,8,Overflow-Underflow,code snippet injection
220,216,8,Overflow-Underflow,code snippet injection
221,216,8,Overflow-Underflow,code snippet injection
207,205,4,Overflow-Underflow,code snippet injection
196,194,4,Overflow-Underflow,code snippet injection
187,185,4,Overflow-Underflow,code snippet injection
173,170,8,Overflow-Underflow,code snippet injection
174,170,8,Overflow-Underflow,code snippet injection
175,170,8,Overflow-Underflow,code snippet injection
77,75,4,Overflow-Underflow,code snippet injection
64,62,4,Overflow-Underflow,code snippet injection
306,303,8,Overflow-Underflow,code snippet injection
307,303,8,Overflow-Underflow,code snippet injection
308,303,8,Overflow-Underflow,code snippet injection
292,290,4,Overflow-Underflow,code snippet injection
282,279,10,Overflow-Underflow,code snippet injection
270,267,10,Overflow-Underflow,code snippet injection
264,262,4,Overflow-Underflow,code snippet injection
254,251,10,Overflow-Underflow,code snippet injection
131,128,10,Overflow-Underflow,code snippet injection
122,119,8,Overflow-Underflow,code snippet injection
123,119,8,Overflow-Underflow,code snippet injection
124,119,8,Overflow-Underflow,code snippet injection
110,107,10,Overflow-Underflow,code snippet injection
104,102,4,Overflow-Underflow,code snippet injection
99,97,4,Overflow-Underflow,code snippet injection
91,88,8,Overflow-Underflow,code snippet injection
92,88,8,Overflow-Underflow,code snippet injection
93,88,8,Overflow-Underflow,code snippet injection
52,49,8,Overflow-Underflow,code snippet injection
53,49,8,Overflow-Underflow,code snippet injection
54,49,8,Overflow-Underflow,code snippet injection
